event_id,facility_id,medicine_code,stockout_date,estimated_unmet_demand
STK-001477,FAC-0024,PARACETAMOL,2023-07-31,416.0
STK-001478,FAC-0024,PARACETAMOL,2023-08-01,386.0
STK-001479,FAC-0024,PARACETAMOL,2023-08-02,413.0
STK-001480,FAC-0024,PARACETAMOL,2023-08-14,440.0
STK-001481,FAC-0024,PARACETAMOL,2023-08-15,542.0
STK-001482,FAC-0024,PARACETAMOL,2023-08-16,409.0
STK-001483,FAC-0024,PARACETAMOL,2023-08-17,439.0
STK-001484,FAC-0024,PARACETAMOL,2023-08-18,518.0
STK-001485,FAC-0024,PARACETAMOL,2023-08-19,391.0
STK-001486,FAC-0024,PARACETAMOL,2023-08-20,470.0
STK-001487,FAC-0024,PARACETAMOL,2023-08-21,512.0
STK-001488,FAC-0024,PARACETAMOL,2023-08-22,529.0
STK-001489,FAC-0024,PARACETAMOL,2023-08-23,638.0
STK-001490,FAC-0024,PARACETAMOL,2023-08-24,342.0
STK-001491,FAC-0024,PARACETAMOL,2023-08-25,477.0
STK-001492,FAC-0024,PARACETAMOL,2023-08-26,467.0
STK-001493,FAC-0024,PARACETAMOL,2023-08-27,419.0
STK-001494,FAC-0024,PARACETAMOL,2023-08-28,486.0
STK-001495,FAC-0024,PARACETAMOL,2023-08-29,507.0
STK-001496,FAC-0024,PARACETAMOL,2023-08-30,539.0
STK-001497,FAC-0024,PARACETAMOL,2023-08-31,444.0
STK-001498,FAC-0024,PARACETAMOL,2023-09-12,426.0
STK-001499,FAC-0024,PARACETAMOL,2023-09-13,546.0
STK-001500,FAC-0024,PARACETAMOL,2023-09-14,350.0
STK-001501,FAC-0024,PARACETAMOL,2023-09-15,401.0
STK-001502,FAC-0024,PARACETAMOL,2023-09-16,527.0
STK-001503,FAC-0024,PARACETAMOL,2023-09-17,438.0
STK-001504,FAC-0024,PARACETAMOL,2023-09-18,343.0
STK-001505,FAC-0024,PARACETAMOL,2023-09-19,459.0
STK-001506,FAC-0024,PARACETAMOL,2023-09-20,570.0
STK-001507,FAC-0024,PARACETAMOL,2023-09-21,459.0
STK-001508,FAC-0024,PARACETAMOL,2023-09-22,379.0
STK-001509,FAC-0024,PARACETAMOL,2023-09-23,462.0
STK-001510,FAC-0024,PARACETAMOL,2023-09-24,386.0
STK-001511,FAC-0024,PARACETAMOL,2023-09-25,392.0
STK-001512,FAC-0024,PARACETAMOL,2023-09-26,272.0
STK-001513,FAC-0024,PARACETAMOL,2023-09-27,414.0
STK-001514,FAC-0024,PARACETAMOL,2023-09-28,483.0
STK-001515,FAC-0024,PARACETAMOL,2023-09-29,383.0
STK-001516,FAC-0024,PARACETAMOL,2023-09-30,377.0
STK-001517,FAC-0024,PARACETAMOL,2023-10-01,400.0
STK-001518,FAC-0024,PARACETAMOL,2023-10-02,399.0
STK-001519,FAC-0024,PARACETAMOL,2023-10-03,452.0
STK-001520,FAC-0024,PARACETAMOL,2023-10-18,232.0
STK-001521,FAC-0024,PARACETAMOL,2023-10-19,341.0
STK-001522,FAC-0024,PARACETAMOL,2023-10-20,397.0
STK-001523,FAC-0024,PARACETAMOL,2023-10-21,269.0
STK-001524,FAC-0024,PARACETAMOL,2023-10-22,302.0
STK-001525,FAC-0024,PARACETAMOL,2023-10-23,239.0
STK-001526,FAC-0024,PARACETAMOL,2023-10-24,240.0
STK-001527,FAC-0024,PARACETAMOL,2023-10-25,321.0
STK-001528,FAC-0024,PARACETAMOL,2023-10-26,287.0
STK-001529,FAC-0024,PARACETAMOL,2023-10-27,308.0
STK-001530,FAC-0024,PARACETAMOL,2023-10-28,284.0
STK-001531,FAC-0024,PARACETAMOL,2023-10-29,298.0
STK-001532,FAC-0024,PARACETAMOL,2023-10-30,246.0
STK-001533,FAC-0024,PARACETAMOL,2023-10-31,224.0
STK-001534,FAC-0024,PARACETAMOL,2023-11-01,208.0
STK-001535,FAC-0024,PARACETAMOL,2023-11-02,219.0
STK-001536,FAC-0024,PARACETAMOL,2023-11-03,330.0
STK-001537,FAC-0024,PARACETAMOL,2023-11-04,211.0
STK-001538,FAC-0024,PARACETAMOL,2023-11-05,204.0
STK-001539,FAC-0024,PARACETAMOL,2023-11-06,188.0
STK-001540,FAC-0024,PARACETAMOL,2023-11-07,232.0
STK-001541,FAC-0024,PARACETAMOL,2023-11-08,193.0
STK-001542,FAC-0024,PARACETAMOL,2023-11-09,232.0
STK-001543,FAC-0024,RIF_INH,2023-01-01,8.0
STK-001544,FAC-0025,EPINEPHRINE,2023-01-01,1.0
STK-001545,FAC-0025,EPINEPHRINE,2023-01-04,1.0
STK-001546,FAC-0025,EPINEPHRINE,2023-01-06,1.0
STK-001547,FAC-0025,EPINEPHRINE,2023-01-08,1.0
STK-001548,FAC-0025,EPINEPHRINE,2023-01-09,1.0
STK-001549,FAC-0025,EPINEPHRINE,2023-02-08,1.0
STK-001550,FAC-0025,EPINEPHRINE,2023-02-10,1.0
STK-001551,FAC-0025,EPINEPHRINE,2023-02-12,1.0
STK-001552,FAC-0025,EPINEPHRINE,2023-02-13,2.0
STK-001553,FAC-0025,EPINEPHRINE,2023-04-03,1.0
STK-001554,FAC-0025,EPINEPHRINE,2023-04-12,1.0
STK-001555,FAC-0025,EPINEPHRINE,2023-04-13,1.0
STK-001556,FAC-0025,EPINEPHRINE,2023-04-19,1.0
STK-001557,FAC-0025,EPINEPHRINE,2023-04-26,1.0
STK-001558,FAC-0025,EPINEPHRINE,2023-04-30,2.0
STK-001559,FAC-0025,EPINEPHRINE,2023-06-26,1.0
STK-001560,FAC-0025,EPINEPHRINE,2023-06-29,1.0
STK-001561,FAC-0025,EPINEPHRINE,2023-06-30,1.0
STK-001562,FAC-0025,EPINEPHRINE,2023-07-19,1.0
STK-001563,FAC-0025,EPINEPHRINE,2023-07-29,1.0
STK-001564,FAC-0025,EPINEPHRINE,2023-11-03,1.0
STK-001565,FAC-0025,EPINEPHRINE,2023-11-04,1.0
STK-001566,FAC-0025,EPINEPHRINE,2023-11-05,1.0
STK-001567,FAC-0025,EPINEPHRINE,2023-11-08,2.0
STK-001568,FAC-0025,EPINEPHRINE,2023-11-11,2.0
STK-001569,FAC-0025,EPINEPHRINE,2023-11-13,1.0
STK-001570,FAC-0025,EPINEPHRINE,2023-11-18,1.0
STK-001571,FAC-0025,EPINEPHRINE,2023-11-24,1.0
STK-001572,FAC-0025,EPINEPHRINE,2023-12-31,1.0
STK-001573,FAC-0025,PARACETAMOL,2023-01-01,59.0
STK-001574,FAC-0025,PARACETAMOL,2023-08-27,305.0
STK-001575,FAC-0025,PARACETAMOL,2023-08-28,370.0
STK-001576,FAC-0025,PARACETAMOL,2023-08-29,367.0
STK-001577,FAC-0025,PARACETAMOL,2023-08-30,337.0
STK-001578,FAC-0025,PARACETAMOL,2023-08-31,469.0
STK-001579,FAC-0025,PARACETAMOL,2023-09-01,494.0
STK-001580,FAC-0025,PARACETAMOL,2023-09-02,387.0
STK-001581,FAC-0025,PARACETAMOL,2023-09-16,74.0
STK-001582,FAC-0025,PARACETAMOL,2023-09-17,365.0
STK-001583,FAC-0025,PARACETAMOL,2023-09-18,510.0
STK-001584,FAC-0025,PARACETAMOL,2023-09-19,399.0
STK-001585,FAC-0025,PARACETAMOL,2023-09-20,391.0
STK-001586,FAC-0025,PARACETAMOL,2023-09-21,274.0
STK-001587,FAC-0025,PARACETAMOL,2023-09-22,336.0
STK-001588,FAC-0025,PARACETAMOL,2023-09-23,282.0
STK-001589,FAC-0025,PARACETAMOL,2023-09-24,383.0
STK-001590,FAC-0025,PARACETAMOL,2023-09-25,388.0
STK-001591,FAC-0025,PARACETAMOL,2023-09-26,323.0
STK-001592,FAC-0025,PARACETAMOL,2023-09-27,424.0
STK-001593,FAC-0025,PARACETAMOL,2023-09-28,375.0
STK-001594,FAC-0025,PARACETAMOL,2023-09-29,303.0
STK-001595,FAC-0025,PARACETAMOL,2023-09-30,313.0
STK-001596,FAC-0025,PARACETAMOL,2023-10-01,375.0
STK-001597,FAC-0025,PARACETAMOL,2023-10-02,322.0
STK-001598,FAC-0025,PARACETAMOL,2023-10-03,401.0
STK-001599,FAC-0025,PARACETAMOL,2023-10-04,288.0
STK-001600,FAC-0025,PARACETAMOL,2023-10-05,301.0
STK-001601,FAC-0025,PARACETAMOL,2023-10-23,154.0
STK-001602,FAC-0025,PARACETAMOL,2023-10-24,260.0
STK-001603,FAC-0025,PARACETAMOL,2023-10-25,217.0
STK-001604,FAC-0025,PARACETAMOL,2023-10-26,251.0
STK-001605,FAC-0025,PARACETAMOL,2023-10-27,250.0
STK-001606,FAC-0025,PARACETAMOL,2023-10-28,229.0
STK-001607,FAC-0025,PARACETAMOL,2023-10-29,259.0
STK-001608,FAC-0025,PARACETAMOL,2023-10-30,202.0
STK-001609,FAC-0025,PARACETAMOL,2023-10-31,244.0
STK-001610,FAC-0025,RIF_INH,2023-01-01,3.0
STK-001611,FAC-0025,RIF_INH,2023-01-02,5.0
STK-001612,FAC-0025,RIF_INH,2023-01-03,5.0
STK-001613,FAC-0025,RIF_INH,2023-01-04,1.0
STK-001614,FAC-0025,RIF_INH,2023-01-05,7.0
STK-001615,FAC-0025,RIF_INH,2023-01-06,4.0
STK-001616,FAC-0025,RIF_INH,2023-01-07,6.0
STK-001617,FAC-0025,RIF_INH,2023-01-08,5.0
STK-001618,FAC-0025,RIF_INH,2023-01-09,9.0
STK-001619,FAC-0025,RIF_INH,2023-01-10,5.0
STK-001620,FAC-0025,RIF_INH,2023-01-11,6.0
STK-001621,FAC-0025,RIF_INH,2023-01-12,9.0
STK-001622,FAC-0025,RIF_INH,2023-01-13,3.0
STK-001623,FAC-0025,RIF_INH,2023-01-14,9.0
STK-001624,FAC-0025,RIF_INH,2023-01-15,8.0
STK-001625,FAC-0026,PARACETAMOL,2023-01-01,30.0
STK-001626,FAC-0026,PARACETAMOL,2023-01-02,24.0
STK-001627,FAC-0026,PARACETAMOL,2023-01-03,15.0
STK-001628,FAC-0026,PARACETAMOL,2023-01-04,17.0
STK-001629,FAC-0026,PARACETAMOL,2023-01-05,49.0
STK-001630,FAC-0026,PARACETAMOL,2023-01-06,30.0
STK-001631,FAC-0026,PARACETAMOL,2023-01-07,26.0
STK-001632,FAC-0026,PARACETAMOL,2023-01-08,28.0
STK-001633,FAC-0026,PARACETAMOL,2023-01-09,27.0
STK-001634,FAC-0026,PARACETAMOL,2023-01-10,20.0
STK-001635,FAC-0026,PARACETAMOL,2023-01-11,25.0
STK-001636,FAC-0026,PARACETAMOL,2023-01-12,28.0
STK-001637,FAC-0026,PARACETAMOL,2023-01-13,23.0
STK-001638,FAC-0026,RIF_INH,2023-01-01,2.0
STK-001639,FAC-0026,RIF_INH,2023-01-02,4.0
STK-001640,FAC-0026,RIF_INH,2023-01-03,1.0
STK-001641,FAC-0026,RIF_INH,2023-01-05,1.0
STK-001642,FAC-0026,RIF_INH,2023-01-06,3.0
STK-001643,FAC-0026,RIF_INH,2023-01-07,2.0
STK-001644,FAC-0026,RIF_INH,2023-01-08,1.0
STK-001645,FAC-0026,RIF_INH,2023-01-09,2.0
STK-001646,FAC-0026,RIF_INH,2023-01-10,2.0
STK-001647,FAC-0026,RIF_INH,2023-01-11,3.0
STK-001648,FAC-0026,RIF_INH,2023-01-12,2.0
STK-001649,FAC-0026,RIF_INH,2023-01-13,3.0
STK-001650,FAC-0026,RIF_INH,2023-01-14,2.0
STK-001651,FAC-0026,RIF_INH,2023-01-15,1.0
STK-001652,FAC-0026,RIF_INH,2023-01-16,2.0
STK-001653,FAC-0026,RIF_INH,2023-01-17,1.0
STK-001654,FAC-0026,RIF_INH,2023-01-18,2.0
STK-001655,FAC-0026,RIF_INH,2023-01-19,2.0
STK-001656,FAC-0026,RIF_INH,2023-01-20,1.0
STK-001657,FAC-0026,RIF_INH,2023-01-21,4.0
STK-001658,FAC-0026,RIF_INH,2023-01-22,1.0
STK-001659,FAC-0026,RIF_INH,2023-01-24,1.0
STK-001660,FAC-0026,RIF_INH,2023-01-25,2.0
STK-001661,FAC-0026,RIF_INH,2023-01-26,3.0
STK-001662,FAC-0026,RIF_INH,2023-01-27,1.0
STK-001663,FAC-0026,RIF_INH,2023-01-28,1.0
STK-001664,FAC-0026,RIF_INH,2023-01-31,1.0
STK-001665,FAC-0027,EPINEPHRINE,2023-01-01,1.0
STK-001666,FAC-0027,EPINEPHRINE,2023-01-02,1.0
STK-001667,FAC-0027,PARACETAMOL,2023-01-01,28.0
STK-001668,FAC-0027,PARACETAMOL,2023-01-02,28.0
STK-001669,FAC-0027,PARACETAMOL,2023-01-03,33.0
STK-001670,FAC-0027,PARACETAMOL,2023-01-04,25.0
STK-001671,FAC-0027,PARACETAMOL,2023-01-05,13.0
STK-001672,FAC-0027,PARACETAMOL,2023-01-06,37.0
STK-001673,FAC-0027,PARACETAMOL,2023-01-07,23.0
STK-001674,FAC-0027,RIF_INH,2023-01-02,2.0
STK-001675,FAC-0027,RIF_INH,2023-01-03,2.0
STK-001676,FAC-0027,RIF_INH,2023-01-04,3.0
STK-001677,FAC-0027,RIF_INH,2023-01-05,2.0
STK-001678,FAC-0027,RIF_INH,2023-01-06,2.0
STK-001679,FAC-0027,RIF_INH,2023-01-07,4.0
STK-001680,FAC-0027,RIF_INH,2023-01-08,3.0
STK-001681,FAC-0027,RIF_INH,2023-01-09,1.0
STK-001682,FAC-0027,RIF_INH,2023-01-10,2.0
STK-001683,FAC-0027,RIF_INH,2023-01-11,2.0
STK-001684,FAC-0027,RIF_INH,2023-01-12,2.0
STK-001685,FAC-0027,RIF_INH,2023-01-13,5.0
STK-001686,FAC-0027,RIF_INH,2023-01-14,1.0
STK-001687,FAC-0027,RIF_INH,2023-01-15,3.0
STK-001688,FAC-0027,RIF_INH,2023-01-16,2.0
STK-001689,FAC-0028,PARACETAMOL,2023-01-01,23.0
STK-001690,FAC-0028,PARACETAMOL,2023-01-02,15.0
STK-001691,FAC-0028,PARACETAMOL,2023-01-03,26.0
STK-001692,FAC-0028,PARACETAMOL,2023-01-04,27.0
STK-001693,FAC-0028,PARACETAMOL,2023-01-05,8.0
STK-001694,FAC-0028,PARACETAMOL,2023-01-06,12.0
STK-001695,FAC-0028,PARACETAMOL,2023-01-07,19.0
STK-001696,FAC-0028,PARACETAMOL,2023-01-08,19.0
STK-001697,FAC-0028,PARACETAMOL,2023-01-09,29.0
STK-001698,FAC-0028,RIF_INH,2023-01-01,2.0
STK-001699,FAC-0028,RIF_INH,2023-01-02,2.0
STK-001700,FAC-0028,RIF_INH,2023-01-03,4.0
STK-001701,FAC-0028,RIF_INH,2023-01-04,1.0
STK-001702,FAC-0028,RIF_INH,2023-01-05,2.0
STK-001703,FAC-0028,RIF_INH,2023-01-06,5.0
STK-001704,FAC-0028,RIF_INH,2023-01-07,2.0
STK-001705,FAC-0028,RIF_INH,2023-01-09,1.0
STK-001706,FAC-0028,RIF_INH,2023-01-10,1.0
STK-001707,FAC-0028,RIF_INH,2023-01-11,1.0
STK-001708,FAC-0028,RIF_INH,2023-01-12,3.0
STK-001709,FAC-0028,RIF_INH,2023-01-13,2.0
STK-001710,FAC-0028,RIF_INH,2023-01-14,1.0
STK-001711,FAC-0028,RIF_INH,2023-01-15,1.0
STK-001712,FAC-0028,RIF_INH,2023-01-16,2.0
STK-001713,FAC-0028,RIF_INH,2023-01-17,2.0
STK-001714,FAC-0028,RIF_INH,2023-01-18,1.0
STK-001715,FAC-0028,RIF_INH,2023-01-19,1.0
STK-001716,FAC-0028,RIF_INH,2023-01-20,1.0
STK-001717,FAC-0028,RIF_INH,2023-01-21,3.0
STK-001718,FAC-0028,RIF_INH,2023-01-22,1.0
STK-001719,FAC-0028,RIF_INH,2023-01-24,2.0
STK-001720,FAC-0028,RIF_INH,2023-01-25,1.0
STK-001721,FAC-0028,RIF_INH,2023-01-27,3.0
STK-001722,FAC-0028,RIF_INH,2023-01-28,1.0
STK-001723,FAC-0028,RIF_INH,2023-01-29,4.0
STK-001724,FAC-0028,RIF_INH,2023-01-30,1.0
STK-001725,FAC-0028,RIF_INH,2023-01-31,3.0
STK-001726,FAC-0029,RIF_INH,2023-01-02,2.0
STK-001727,FAC-0029,RIF_INH,2023-01-03,2.0
STK-001728,FAC-0029,RIF_INH,2023-01-06,1.0
STK-001729,FAC-0029,RIF_INH,2023-01-07,5.0
STK-001730,FAC-0029,RIF_INH,2023-01-08,1.0
STK-001731,FAC-0029,RIF_INH,2023-01-09,3.0
STK-001732,FAC-0029,RIF_INH,2023-01-10,4.0
STK-001733,FAC-0029,RIF_INH,2023-01-12,1.0
STK-001734,FAC-0029,RIF_INH,2023-01-13,2.0
STK-001735,FAC-0029,RIF_INH,2023-01-15,2.0
STK-001736,FAC-0029,RIF_INH,2023-01-16,1.0
STK-001737,FAC-0029,RIF_INH,2023-01-17,2.0
STK-001738,FAC-0029,RIF_INH,2023-01-18,2.0
STK-001739,FAC-0029,RIF_INH,2023-01-19,1.0
STK-001740,FAC-0029,RIF_INH,2023-01-20,1.0
STK-001741,FAC-0029,RIF_INH,2023-01-21,3.0
STK-001742,FAC-0029,RIF_INH,2023-01-23,2.0
STK-001743,FAC-0029,RIF_INH,2023-01-25,2.0
STK-001744,FAC-0029,RIF_INH,2023-01-27,1.0
STK-001745,FAC-0029,RIF_INH,2023-01-28,1.0
STK-001746,FAC-0029,RIF_INH,2023-01-29,3.0
STK-001747,FAC-0029,RIF_INH,2023-01-30,2.0
STK-001748,FAC-0029,RIF_INH,2023-01-31,2.0
STK-001749,FAC-0029,RIF_INH,2023-02-01,3.0
STK-001750,FAC-0029,RIF_INH,2023-02-03,2.0
STK-001751,FAC-0030,EPINEPHRINE,2023-01-02,1.0
STK-001752,FAC-0030,EPINEPHRINE,2023-01-03,1.0
STK-001753,FAC-0030,EPINEPHRINE,2023-01-04,2.0
STK-001754,FAC-0030,EPINEPHRINE,2023-03-08,1.0
STK-001755,FAC-0030,EPINEPHRINE,2023-03-10,1.0
STK-001756,FAC-0030,EPINEPHRINE,2023-03-12,1.0
STK-001757,FAC-0030,EPINEPHRINE,2023-03-15,1.0
STK-001758,FAC-0030,EPINEPHRINE,2023-03-16,4.0
STK-001759,FAC-0030,EPINEPHRINE,2023-03-18,1.0
STK-001760,FAC-0030,EPINEPHRINE,2023-03-19,1.0
STK-001761,FAC-0030,EPINEPHRINE,2023-03-23,1.0
STK-001762,FAC-0030,EPINEPHRINE,2023-03-26,1.0
STK-001763,FAC-0030,EPINEPHRINE,2023-03-31,1.0
STK-001764,FAC-0030,EPINEPHRINE,2023-04-03,1.0
STK-001765,FAC-0030,EPINEPHRINE,2023-04-04,2.0
STK-001766,FAC-0030,EPINEPHRINE,2023-04-06,2.0
STK-001767,FAC-0030,EPINEPHRINE,2023-07-31,3.0
STK-001768,FAC-0030,EPINEPHRINE,2023-08-29,1.0
STK-001769,FAC-0030,EPINEPHRINE,2023-09-11,1.0
STK-001770,FAC-0030,EPINEPHRINE,2023-09-12,3.0
STK-001771,FAC-0030,EPINEPHRINE,2023-09-13,1.0
STK-001772,FAC-0030,EPINEPHRINE,2023-09-19,1.0
STK-001773,FAC-0030,EPINEPHRINE,2023-09-22,1.0
STK-001774,FAC-0030,EPINEPHRINE,2023-09-23,1.0
STK-001775,FAC-0030,EPINEPHRINE,2023-09-29,1.0
STK-001776,FAC-0030,EPINEPHRINE,2023-09-30,1.0
STK-001777,FAC-0030,EPINEPHRINE,2023-10-02,1.0
STK-001778,FAC-0030,EPINEPHRINE,2023-10-03,1.0
STK-001779,FAC-0030,EPINEPHRINE,2023-10-28,1.0
STK-001780,FAC-0030,EPINEPHRINE,2023-11-27,1.0
STK-001781,FAC-0030,EPINEPHRINE,2023-11-28,1.0
STK-001782,FAC-0030,EPINEPHRINE,2023-12-01,1.0
STK-001783,FAC-0030,EPINEPHRINE,2023-12-02,2.0
STK-001784,FAC-0030,EPINEPHRINE,2023-12-03,1.0
STK-001785,FAC-0030,EPINEPHRINE,2023-12-21,1.0
STK-001786,FAC-0030,PARACETAMOL,2023-01-01,156.0
STK-001787,FAC-0030,PARACETAMOL,2023-01-02,177.0
STK-001788,FAC-0030,PARACETAMOL,2023-02-03,35.0
STK-001789,FAC-0030,PARACETAMOL,2023-03-09,32.0
STK-001790,FAC-0030,PARACETAMOL,2023-06-30,31.0
STK-001791,FAC-0030,PARACETAMOL,2023-07-13,172.0
STK-001792,FAC-0030,PARACETAMOL,2023-07-14,427.0
STK-001793,FAC-0030,PARACETAMOL,2023-07-15,551.0
STK-001794,FAC-0030,PARACETAMOL,2023-07-16,368.0
STK-001795,FAC-0030,PARACETAMOL,2023-07-17,496.0
STK-001796,FAC-0030,PARACETAMOL,2023-07-18,278.0
STK-001797,FAC-0030,PARACETAMOL,2023-07-19,438.0
STK-001798,FAC-0030,PARACETAMOL,2023-07-20,576.0
STK-001799,FAC-0030,PARACETAMOL,2023-07-21,498.0
STK-001800,FAC-0030,PARACETAMOL,2023-07-22,447.0
STK-001801,FAC-0030,PARACETAMOL,2023-07-23,477.0
STK-001802,FAC-0030,PARACETAMOL,2023-07-24,420.0
STK-001803,FAC-0030,PARACETAMOL,2023-07-25,456.0
STK-001804,FAC-0030,PARACETAMOL,2023-07-26,402.0
STK-001805,FAC-0030,PARACETAMOL,2023-07-27,647.0
STK-001806,FAC-0030,PARACETAMOL,2023-07-28,429.0
STK-001807,FAC-0030,PARACETAMOL,2023-07-29,440.0
STK-001808,FAC-0030,PARACETAMOL,2023-07-30,381.0
STK-001809,FAC-0030,PARACETAMOL,2023-07-31,380.0
STK-001810,FAC-0030,PARACETAMOL,2023-08-01,524.0
STK-001811,FAC-0030,PARACETAMOL,2023-08-02,602.0
STK-001812,FAC-0030,PARACETAMOL,2023-08-03,422.0
STK-001813,FAC-0030,PARACETAMOL,2023-08-04,481.0
STK-001814,FAC-0030,PARACETAMOL,2023-08-05,439.0
STK-001815,FAC-0030,PARACETAMOL,2023-08-15,37.0
STK-001816,FAC-0030,PARACETAMOL,2023-08-16,553.0
STK-001817,FAC-0030,PARACETAMOL,2023-08-17,557.0
STK-001818,FAC-0030,PARACETAMOL,2023-08-18,477.0
STK-001819,FAC-0030,PARACETAMOL,2023-08-19,421.0
STK-001820,FAC-0030,PARACETAMOL,2023-08-20,662.0
STK-001821,FAC-0030,PARACETAMOL,2023-08-21,544.0
STK-001822,FAC-0030,PARACETAMOL,2023-08-22,618.0
STK-001823,FAC-0030,PARACETAMOL,2023-08-23,553.0
STK-001824,FAC-0030,PARACETAMOL,2023-08-24,524.0
STK-001825,FAC-0030,PARACETAMOL,2023-08-25,703.0
STK-001826,FAC-0030,PARACETAMOL,2023-08-26,607.0
STK-001827,FAC-0030,PARACETAMOL,2023-08-27,495.0
STK-001828,FAC-0030,PARACETAMOL,2023-08-28,644.0
STK-001829,FAC-0030,PARACETAMOL,2023-08-29,520.0
STK-001830,FAC-0030,PARACETAMOL,2023-09-09,392.0
STK-001831,FAC-0030,PARACETAMOL,2023-09-10,493.0
STK-001832,FAC-0030,PARACETAMOL,2023-09-11,476.0
STK-001833,FAC-0030,PARACETAMOL,2023-09-12,533.0
STK-001834,FAC-0030,PARACETAMOL,2023-09-13,514.0
STK-001835,FAC-0030,PARACETAMOL,2023-09-14,523.0
STK-001836,FAC-0030,PARACETAMOL,2023-09-15,450.0
STK-001837,FAC-0030,PARACETAMOL,2023-09-16,471.0
STK-001838,FAC-0030,PARACETAMOL,2023-09-17,503.0
STK-001839,FAC-0030,PARACETAMOL,2023-09-18,557.0
STK-001840,FAC-0030,PARACETAMOL,2023-09-19,541.0
STK-001841,FAC-0030,PARACETAMOL,2023-09-20,544.0
STK-001842,FAC-0030,PARACETAMOL,2023-09-21,565.0
STK-001843,FAC-0030,PARACETAMOL,2023-09-22,712.0
STK-001844,FAC-0030,PARACETAMOL,2023-09-23,526.0
STK-001845,FAC-0030,PARACETAMOL,2023-09-24,435.0
STK-001846,FAC-0030,PARACETAMOL,2023-09-25,408.0
STK-001847,FAC-0030,PARACETAMOL,2023-09-26,551.0
STK-001848,FAC-0030,PARACETAMOL,2023-09-27,485.0
STK-001849,FAC-0030,PARACETAMOL,2023-10-09,410.0
STK-001850,FAC-0030,PARACETAMOL,2023-10-10,438.0
STK-001851,FAC-0030,PARACETAMOL,2023-10-11,376.0
STK-001852,FAC-0030,PARACETAMOL,2023-10-12,317.0
STK-001853,FAC-0030,PARACETAMOL,2023-10-13,408.0
STK-001854,FAC-0030,PARACETAMOL,2023-10-14,562.0
STK-001855,FAC-0030,PARACETAMOL,2023-10-15,321.0
STK-001856,FAC-0030,PARACETAMOL,2023-10-16,412.0
STK-001857,FAC-0030,PARACETAMOL,2023-10-17,305.0
STK-001858,FAC-0030,PARACETAMOL,2023-10-18,427.0
STK-001859,FAC-0030,PARACETAMOL,2023-10-19,384.0
STK-001860,FAC-0030,PARACETAMOL,2023-10-20,332.0
STK-001861,FAC-0030,PARACETAMOL,2023-10-21,338.0
STK-001862,FAC-0030,PARACETAMOL,2023-10-22,470.0
STK-001863,FAC-0030,PARACETAMOL,2023-10-23,339.0
STK-001864,FAC-0030,PARACETAMOL,2023-10-24,361.0
STK-001865,FAC-0030,PARACETAMOL,2023-10-25,310.0
STK-001866,FAC-0030,PARACETAMOL,2023-10-26,322.0
STK-001867,FAC-0030,PARACETAMOL,2023-10-27,389.0
STK-001868,FAC-0030,PARACETAMOL,2023-10-28,247.0
STK-001869,FAC-0030,PARACETAMOL,2023-11-16,194.0
STK-001870,FAC-0030,PARACETAMOL,2023-11-17,199.0
STK-001871,FAC-0030,PARACETAMOL,2023-11-18,204.0
STK-001872,FAC-0030,PARACETAMOL,2023-11-19,167.0
STK-001873,FAC-0030,PARACETAMOL,2023-11-20,207.0
STK-001874,FAC-0030,PARACETAMOL,2023-11-21,150.0
STK-001875,FAC-0030,PARACETAMOL,2023-11-22,222.0
STK-001876,FAC-0030,PARACETAMOL,2023-11-23,175.0
STK-001877,FAC-0030,PARACETAMOL,2023-11-24,216.0
STK-001878,FAC-0030,PARACETAMOL,2023-11-25,165.0
STK-001879,FAC-0030,PARACETAMOL,2023-11-26,144.0
STK-001880,FAC-0030,PARACETAMOL,2023-11-27,222.0
STK-001881,FAC-0030,PARACETAMOL,2023-11-28,152.0
STK-001882,FAC-0030,RIF_INH,2023-01-01,16.0
STK-001883,FAC-0030,RIF_INH,2023-01-02,9.0
STK-001884,FAC-0030,RIF_INH,2023-01-03,11.0
STK-001885,FAC-0030,RIF_INH,2023-01-04,8.0
STK-001886,FAC-0030,RIF_INH,2023-01-05,5.0
STK-001887,FAC-0030,RIF_INH,2023-01-06,10.0
STK-001888,FAC-0031,EPINEPHRINE,2023-01-24,1.0
STK-001889,FAC-0031,EPINEPHRINE,2023-01-26,3.0
STK-001890,FAC-0031,EPINEPHRINE,2023-01-29,2.0
STK-001891,FAC-0031,EPINEPHRINE,2023-02-02,1.0
STK-001892,FAC-0031,EPINEPHRINE,2023-03-03,1.0
STK-001893,FAC-0031,EPINEPHRINE,2023-03-06,1.0
STK-001894,FAC-0031,EPINEPHRINE,2023-04-30,1.0
STK-001895,FAC-0031,EPINEPHRINE,2023-05-22,1.0
STK-001896,FAC-0031,EPINEPHRINE,2023-05-26,1.0
STK-001897,FAC-0031,EPINEPHRINE,2023-05-27,1.0
STK-001898,FAC-0031,EPINEPHRINE,2023-05-29,1.0
STK-001899,FAC-0031,EPINEPHRINE,2023-05-31,1.0
STK-001900,FAC-0031,EPINEPHRINE,2023-06-26,2.0
STK-001901,FAC-0031,EPINEPHRINE,2023-06-29,1.0
STK-001902,FAC-0031,EPINEPHRINE,2023-07-26,1.0
STK-001903,FAC-0031,EPINEPHRINE,2023-07-27,1.0
