audit_id,facility_id,medicine_code,audit_date,recorded_stock_balance
AUD-000407,FAC-0012,EPINEPHRINE,2023-11-30,23.0
AUD-000408,FAC-0012,EPINEPHRINE,2023-12-31,6.0
AUD-000409,FAC-0012,PARACETAMOL,2023-01-31,2101.0
AUD-000410,FAC-0012,PARACETAMOL,2023-02-28,4095.0
AUD-000411,FAC-0012,PARACETAMOL,2023-03-31,5783.0
AUD-000412,FAC-0012,PARACETAMOL,2023-04-30,7308.0
AUD-000413,FAC-0012,PARACETAMOL,2023-05-31,8973.0
AUD-000414,FAC-0012,PARACETAMOL,2023-06-30,8593.0
AUD-000415,FAC-0012,PARACETAMOL,2023-07-31,4384.0
AUD-000416,FAC-0012,PARACETAMOL,2023-08-31,0.0
AUD-000417,FAC-0012,PARACETAMOL,2023-09-30,4267.0
AUD-000418,FAC-0012,PARACETAMOL,2023-10-31,1.0
AUD-000419,FAC-0012,PARACETAMOL,2023-11-30,6245.0
AUD-000420,FAC-0012,PARACETAMOL,2023-12-31,7913.0
AUD-000421,FAC-0012,RIF_INH,2023-01-31,668.0
AUD-000422,FAC-0012,RIF_INH,2023-02-28,1242.0
AUD-000423,FAC-0012,RIF_INH,2023-03-31,1034.0
AUD-000424,FAC-0012,RIF_INH,2023-04-30,2389.0
AUD-000425,FAC-0012,RIF_INH,2023-05-31,2921.0
AUD-000426,FAC-0012,RIF_INH,2023-06-30,3438.0
AUD-000427,FAC-0012,RIF_INH,2023-07-31,3956.0
AUD-000428,FAC-0012,RIF_INH,2023-08-31,4502.0
AUD-000429,FAC-0012,RIF_INH,2023-09-30,5008.0
AUD-000430,FAC-0012,RIF_INH,2023-10-31,5453.0
AUD-000431,FAC-0012,RIF_INH,2023-11-30,5934.0
AUD-000432,FAC-0012,RIF_INH,2023-12-31,7176.0
AUD-000433,FAC-0013,EPINEPHRINE,2023-01-31,7.0
AUD-000434,FAC-0013,EPINEPHRINE,2023-02-28,7.0
AUD-000435,FAC-0013,EPINEPHRINE,2023-03-31,9.0
AUD-000436,FAC-0013,EPINEPHRINE,2023-04-30,1.0
AUD-000437,FAC-0013,EPINEPHRINE,2023-05-31,16.0
AUD-000438,FAC-0013,EPINEPHRINE,2023-06-30,13.0
AUD-000439,FAC-0013,EPINEPHRINE,2023-07-31,7.0
AUD-000440,FAC-0013,EPINEPHRINE,2023-08-31,17.0
AUD-000441,FAC-0013,EPINEPHRINE,2023-09-30,22.0
AUD-000442,FAC-0013,EPINEPHRINE,2023-10-31,9.0
AUD-000443,FAC-0013,EPINEPHRINE,2023-11-30,16.0
AUD-000444,FAC-0013,EPINEPHRINE,2023-12-31,17.0
AUD-000445,FAC-0013,PARACETAMOL,2023-01-31,1015.0
AUD-000446,FAC-0013,PARACETAMOL,2023-02-28,1670.0
AUD-000447,FAC-0013,PARACETAMOL,2023-03-31,2014.0
AUD-000448,FAC-0013,PARACETAMOL,2023-04-30,3716.0
AUD-000449,FAC-0013,PARACETAMOL,2023-05-31,3909.0
AUD-000450,FAC-0013,PARACETAMOL,2023-06-30,1706.0
AUD-000451,FAC-0013,PARACETAMOL,2023-07-31,1.0
AUD-000452,FAC-0013,PARACETAMOL,2023-08-31,4.0
AUD-000453,FAC-0013,PARACETAMOL,2023-09-30,3471.0
AUD-000454,FAC-0013,PARACETAMOL,2023-10-31,4430.0
AUD-000455,FAC-0013,PARACETAMOL,2023-11-30,4675.0
AUD-000456,FAC-0013,PARACETAMOL,2023-12-31,5118.0
AUD-000457,FAC-0013,RIF_INH,2023-01-31,1367.0
AUD-000458,FAC-0013,RIF_INH,2023-02-28,1092.0
AUD-000459,FAC-0013,RIF_INH,2023-03-31,1601.0
AUD-000460,FAC-0013,RIF_INH,2023-04-30,2086.0
AUD-000461,FAC-0013,RIF_INH,2023-05-31,3344.0
AUD-000462,FAC-0013,RIF_INH,2023-06-30,3007.0
AUD-000463,FAC-0013,RIF_INH,2023-07-31,3469.0
AUD-000464,FAC-0013,RIF_INH,2023-08-31,3906.0
AUD-000465,FAC-0013,RIF_INH,2023-09-30,4307.0
AUD-000466,FAC-0013,RIF_INH,2023-10-31,4730.0
AUD-000467,FAC-0013,RIF_INH,2023-11-30,5142.0
AUD-000468,FAC-0013,RIF_INH,2023-12-31,5492.0
AUD-000469,FAC-0014,EPINEPHRINE,2023-01-31,0.0
AUD-000470,FAC-0014,EPINEPHRINE,2023-02-28,5.0
AUD-000471,FAC-0014,EPINEPHRINE,2023-03-31,3.0
AUD-000472,FAC-0014,EPINEPHRINE,2023-04-30,3.0
AUD-000473,FAC-0014,EPINEPHRINE,2023-05-31,0.0
AUD-000474,FAC-0014,EPINEPHRINE,2023-06-30,11.0
AUD-000475,FAC-0014,EPINEPHRINE,2023-07-31,0.0
AUD-000476,FAC-0014,EPINEPHRINE,2023-08-31,0.0
AUD-000477,FAC-0014,EPINEPHRINE,2023-09-30,9.0
AUD-000478,FAC-0014,EPINEPHRINE,2023-10-31,13.0
AUD-000479,FAC-0014,EPINEPHRINE,2023-11-30,14.0
AUD-000480,FAC-0014,EPINEPHRINE,2023-12-31,16.0
AUD-000481,FAC-0014,PARACETAMOL,2023-01-31,2004.0
AUD-000482,FAC-0014,PARACETAMOL,2023-02-28,3977.0
AUD-000483,FAC-0014,PARACETAMOL,2023-03-31,5499.0
AUD-000484,FAC-0014,PARACETAMOL,2023-04-30,7263.0
AUD-000485,FAC-0014,PARACETAMOL,2023-05-31,8888.0
AUD-000486,FAC-0014,PARACETAMOL,2023-06-30,8569.0
AUD-000487,FAC-0014,PARACETAMOL,2023-07-31,5036.0
AUD-000488,FAC-0014,PARACETAMOL,2023-08-31,4164.0
AUD-000489,FAC-0014,PARACETAMOL,2023-09-30,0.0
AUD-000490,FAC-0014,PARACETAMOL,2023-10-31,4547.0
AUD-000491,FAC-0014,PARACETAMOL,2023-11-30,4977.0
AUD-000492,FAC-0014,PARACETAMOL,2023-12-31,1695.0
AUD-000493,FAC-0014,RIF_INH,2023-01-31,570.0
AUD-000494,FAC-0014,RIF_INH,2023-02-28,1148.0
AUD-000495,FAC-0014,RIF_INH,2023-03-31,1713.0
AUD-000496,FAC-0014,RIF_INH,2023-04-30,2293.0
AUD-000497,FAC-0014,RIF_INH,2023-05-31,3664.0
AUD-000498,FAC-0014,RIF_INH,2023-06-30,3457.0
AUD-000499,FAC-0014,RIF_INH,2023-07-31,4802.0
AUD-000500,FAC-0014,RIF_INH,2023-08-31,5350.0
AUD-000501,FAC-0014,RIF_INH,2023-09-30,5902.0
AUD-000502,FAC-0014,RIF_INH,2023-10-31,6452.0
AUD-000503,FAC-0014,RIF_INH,2023-11-30,7010.0
AUD-000504,FAC-0014,RIF_INH,2023-12-31,7550.0
AUD-000505,FAC-0015,EPINEPHRINE,2023-01-31,19.0
AUD-000506,FAC-0015,EPINEPHRINE,2023-02-28,26.0
AUD-000507,FAC-0015,EPINEPHRINE,2023-03-31,37.0
AUD-000508,FAC-0015,EPINEPHRINE,2023-04-30,35.0
AUD-000509,FAC-0015,EPINEPHRINE,2023-05-31,35.0
AUD-000510,FAC-0015,EPINEPHRINE,2023-06-30,44.0
AUD-000511,FAC-0015,EPINEPHRINE,2023-07-31,66.0
AUD-000512,FAC-0015,EPINEPHRINE,2023-08-31,72.0
AUD-000513,FAC-0015,EPINEPHRINE,2023-09-30,77.0
AUD-000514,FAC-0015,EPINEPHRINE,2023-10-31,83.0
AUD-000515,FAC-0015,EPINEPHRINE,2023-11-30,91.0
AUD-000516,FAC-0015,EPINEPHRINE,2023-12-31,94.0
AUD-000517,FAC-0015,PARACETAMOL,2023-01-31,4950.0
AUD-000518,FAC-0015,PARACETAMOL,2023-02-28,9471.0
AUD-000519,FAC-0015,PARACETAMOL,2023-03-31,13751.0
AUD-000520,FAC-0015,PARACETAMOL,2023-04-30,18092.0
AUD-000521,FAC-0015,PARACETAMOL,2023-05-31,17349.0
AUD-000522,FAC-0015,PARACETAMOL,2023-06-30,26095.0
AUD-000523,FAC-0015,PARACETAMOL,2023-07-31,28824.0
AUD-000524,FAC-0015,PARACETAMOL,2023-08-31,25620.0
AUD-000525,FAC-0015,PARACETAMOL,2023-09-30,37592.0
AUD-000526,FAC-0015,PARACETAMOL,2023-10-31,40341.0
AUD-000527,FAC-0015,PARACETAMOL,2023-11-30,39027.0
AUD-000528,FAC-0015,PARACETAMOL,2023-12-31,42828.0
AUD-000529,FAC-0015,RIF_INH,2023-01-31,782.0
AUD-000530,FAC-0015,RIF_INH,2023-02-28,1535.0
AUD-000531,FAC-0015,RIF_INH,2023-03-31,2272.0
AUD-000532,FAC-0015,RIF_INH,2023-04-30,2994.0
AUD-000533,FAC-0015,RIF_INH,2023-05-31,2915.0
AUD-000534,FAC-0015,RIF_INH,2023-06-30,3624.0
AUD-000535,FAC-0015,RIF_INH,2023-07-31,5111.0
AUD-000536,FAC-0015,RIF_INH,2023-08-31,5795.0
AUD-000537,FAC-0015,RIF_INH,2023-09-30,7274.0
AUD-000538,FAC-0015,RIF_INH,2023-10-31,7114.0
AUD-000539,FAC-0015,RIF_INH,2023-11-30,7745.0
AUD-000540,FAC-0015,RIF_INH,2023-12-31,8399.0
AUD-000541,FAC-0016,EPINEPHRINE,2023-01-31,13.0
AUD-000542,FAC-0016,EPINEPHRINE,2023-02-28,19.0
AUD-000543,FAC-0016,EPINEPHRINE,2023-03-31,28.0
AUD-000544,FAC-0016,EPINEPHRINE,2023-04-30,25.0
AUD-000545,FAC-0016,EPINEPHRINE,2023-05-31,43.0
AUD-000546,FAC-0016,EPINEPHRINE,2023-06-30,36.0
AUD-000547,FAC-0016,EPINEPHRINE,2023-07-31,51.0
AUD-000548,FAC-0016,EPINEPHRINE,2023-08-31,63.0
AUD-000549,FAC-0016,EPINEPHRINE,2023-09-30,76.0
AUD-000550,FAC-0016,EPINEPHRINE,2023-10-31,83.0
AUD-000551,FAC-0016,EPINEPHRINE,2023-11-30,77.0
AUD-000552,FAC-0016,EPINEPHRINE,2023-12-31,87.0
AUD-000553,FAC-0016,PARACETAMOL,2023-01-31,4328.0
AUD-000554,FAC-0016,PARACETAMOL,2023-02-28,8597.0
AUD-000555,FAC-0016,PARACETAMOL,2023-03-31,12704.0
AUD-000556,FAC-0016,PARACETAMOL,2023-04-30,16797.0
AUD-000557,FAC-0016,PARACETAMOL,2023-05-31,20781.0
AUD-000558,FAC-0016,PARACETAMOL,2023-06-30,19193.0
AUD-000559,FAC-0016,PARACETAMOL,2023-07-31,25717.0
AUD-000560,FAC-0016,PARACETAMOL,2023-08-31,25887.0
AUD-000561,FAC-0016,PARACETAMOL,2023-09-30,26568.0
AUD-000562,FAC-0016,PARACETAMOL,2023-10-31,28336.0
AUD-000563,FAC-0016,PARACETAMOL,2023-11-30,31586.0
AUD-000564,FAC-0016,PARACETAMOL,2023-12-31,35439.0
AUD-000565,FAC-0016,RIF_INH,2023-01-31,746.0
AUD-000566,FAC-0016,RIF_INH,2023-02-28,692.0
AUD-000567,FAC-0016,RIF_INH,2023-03-31,2224.0
AUD-000568,FAC-0016,RIF_INH,2023-04-30,2957.0
AUD-000569,FAC-0016,RIF_INH,2023-05-31,3666.0
AUD-000570,FAC-0016,RIF_INH,2023-06-30,4372.0
AUD-000571,FAC-0016,RIF_INH,2023-07-31,5863.0
AUD-000572,FAC-0016,RIF_INH,2023-08-31,5760.0
AUD-000573,FAC-0016,RIF_INH,2023-09-30,5655.0
AUD-000574,FAC-0016,RIF_INH,2023-10-31,7143.0
AUD-000575,FAC-0016,RIF_INH,2023-11-30,7025.0
AUD-000576,FAC-0016,RIF_INH,2023-12-31,7666.0
AUD-000577,FAC-0017,EPINEPHRINE,2023-01-31,9.0
AUD-000578,FAC-0017,EPINEPHRINE,2023-02-28,19.0
AUD-000579,FAC-0017,EPINEPHRINE,2023-03-31,28.0
AUD-000580,FAC-0017,EPINEPHRINE,2023-04-30,24.0
AUD-000581,FAC-0017,EPINEPHRINE,2023-05-31,33.0
AUD-000582,FAC-0017,EPINEPHRINE,2023-06-30,32.0
AUD-000583,FAC-0017,EPINEPHRINE,2023-07-31,50.0
AUD-000584,FAC-0017,EPINEPHRINE,2023-08-31,55.0
AUD-000585,FAC-0017,EPINEPHRINE,2023-09-30,58.0
AUD-000586,FAC-0017,EPINEPHRINE,2023-10-31,63.0
AUD-000587,FAC-0017,EPINEPHRINE,2023-11-30,69.0
AUD-000588,FAC-0017,EPINEPHRINE,2023-12-31,86.0
AUD-000589,FAC-0017,PARACETAMOL,2023-01-31,4669.0
AUD-000590,FAC-0017,PARACETAMOL,2023-02-28,3595.0
AUD-000591,FAC-0017,PARACETAMOL,2023-03-31,12376.0
AUD-000592,FAC-0017,PARACETAMOL,2023-04-30,16164.0
AUD-000593,FAC-0017,PARACETAMOL,2023-05-31,19784.0
AUD-000594,FAC-0017,PARACETAMOL,2023-06-30,22251.0
AUD-000595,FAC-0017,PARACETAMOL,2023-07-31,27293.0
AUD-000596,FAC-0017,PARACETAMOL,2023-08-31,20672.0
AUD-000597,FAC-0017,PARACETAMOL,2023-09-30,18996.0
AUD-000598,FAC-0017,PARACETAMOL,2023-10-31,24403.0
AUD-000599,FAC-0017,PARACETAMOL,2023-11-30,22034.0
AUD-000600,FAC-0017,PARACETAMOL,2023-12-31,20568.0
AUD-000601,FAC-0017,RIF_INH,2023-01-31,2.0
AUD-000602,FAC-0017,RIF_INH,2023-02-28,1528.0
AUD-000603,FAC-0017,RIF_INH,2023-03-31,2232.0
AUD-000604,FAC-0017,RIF_INH,2023-04-30,2910.0
AUD-000605,FAC-0017,RIF_INH,2023-05-31,2795.0
AUD-000606,FAC-0017,RIF_INH,2023-06-30,4256.0
AUD-000607,FAC-0017,RIF_INH,2023-07-31,4930.0
AUD-000608,FAC-0017,RIF_INH,2023-08-31,5570.0
AUD-000609,FAC-0017,RIF_INH,2023-09-30,6210.0
AUD-000610,FAC-0017,RIF_INH,2023-10-31,6847.0
AUD-000611,FAC-0017,RIF_INH,2023-11-30,8288.0
AUD-000612,FAC-0017,RIF_INH,2023-12-31,8910.0
AUD-000613,FAC-0018,EPINEPHRINE,2023-01-31,10.0
AUD-000614,FAC-0018,EPINEPHRINE,2023-02-28,18.0
AUD-000615,FAC-0018,EPINEPHRINE,2023-03-31,20.0
AUD-000616,FAC-0018,EPINEPHRINE,2023-04-30,14.0
AUD-000617,FAC-0018,EPINEPHRINE,2023-05-31,12.0
AUD-000618,FAC-0018,EPINEPHRINE,2023-06-30,40.0
AUD-000619,FAC-0018,EPINEPHRINE,2023-07-31,55.0
AUD-000620,FAC-0018,EPINEPHRINE,2023-08-31,57.0
AUD-000621,FAC-0018,EPINEPHRINE,2023-09-30,63.0
AUD-000622,FAC-0018,EPINEPHRINE,2023-10-31,57.0
AUD-000623,FAC-0018,EPINEPHRINE,2023-11-30,77.0
AUD-000624,FAC-0018,EPINEPHRINE,2023-12-31,93.0
AUD-000625,FAC-0018,PARACETAMOL,2023-01-31,4042.0
AUD-000626,FAC-0018,PARACETAMOL,2023-02-28,8073.0
AUD-000627,FAC-0018,PARACETAMOL,2023-03-31,12114.0
AUD-000628,FAC-0018,PARACETAMOL,2023-04-30,16111.0
AUD-000629,FAC-0018,PARACETAMOL,2023-05-31,19913.0
AUD-000630,FAC-0018,PARACETAMOL,2023-06-30,22854.0
AUD-000631,FAC-0018,PARACETAMOL,2023-07-31,24005.0
AUD-000632,FAC-0018,PARACETAMOL,2023-08-31,23669.0
AUD-000633,FAC-0018,PARACETAMOL,2023-09-30,23635.0
AUD-000634,FAC-0018,PARACETAMOL,2023-10-31,24957.0
AUD-000635,FAC-0018,PARACETAMOL,2023-11-30,28111.0
AUD-000636,FAC-0018,PARACETAMOL,2023-12-31,31911.0
AUD-000637,FAC-0018,RIF_INH,2023-01-31,774.0
AUD-000638,FAC-0018,RIF_INH,2023-02-28,1512.0
AUD-000639,FAC-0018,RIF_INH,2023-03-31,2236.0
AUD-000640,FAC-0018,RIF_INH,2023-04-30,2945.0
AUD-000641,FAC-0018,RIF_INH,2023-05-31,3659.0
AUD-000642,FAC-0018,RIF_INH,2023-06-30,4356.0
AUD-000643,FAC-0018,RIF_INH,2023-07-31,5039.0
AUD-000644,FAC-0018,RIF_INH,2023-08-31,5712.0
AUD-000645,FAC-0018,RIF_INH,2023-09-30,7204.0
AUD-000646,FAC-0018,RIF_INH,2023-10-31,7862.0
AUD-000647,FAC-0018,RIF_INH,2023-11-30,8509.0
AUD-000648,FAC-0018,RIF_INH,2023-12-31,8351.0
AUD-000649,FAC-0019,EPINEPHRINE,2023-01-31,14.0
AUD-000650,FAC-0019,EPINEPHRINE,2023-02-28,12.0
AUD-000651,FAC-0019,EPINEPHRINE,2023-03-31,4.0
AUD-000652,FAC-0019,EPINEPHRINE,2023-04-30,11.0
AUD-000653,FAC-0019,EPINEPHRINE,2023-05-31,12.0
AUD-000654,FAC-0019,EPINEPHRINE,2023-06-30,12.0
AUD-000655,FAC-0019,EPINEPHRINE,2023-07-31,11.0
AUD-000656,FAC-0019,EPINEPHRINE,2023-08-31,24.0
AUD-000657,FAC-0019,EPINEPHRINE,2023-09-30,19.0
AUD-000658,FAC-0019,EPINEPHRINE,2023-10-31,18.0
AUD-000659,FAC-0019,EPINEPHRINE,2023-11-30,28.0
AUD-000660,FAC-0019,EPINEPHRINE,2023-12-31,30.0
AUD-000661,FAC-0019,PARACETAMOL,2023-01-31,4919.0
AUD-000662,FAC-0019,PARACETAMOL,2023-02-28,7363.0
AUD-000663,FAC-0019,PARACETAMOL,2023-03-31,9715.0
AUD-000664,FAC-0019,PARACETAMOL,2023-04-30,12117.0
AUD-000665,FAC-0019,PARACETAMOL,2023-05-31,14342.0
AUD-000666,FAC-0019,PARACETAMOL,2023-06-30,15151.0
AUD-000667,FAC-0019,PARACETAMOL,2023-07-31,17866.0
AUD-000668,FAC-0019,PARACETAMOL,2023-08-31,13531.0
AUD-000669,FAC-0019,PARACETAMOL,2023-09-30,10107.0
AUD-000670,FAC-0019,PARACETAMOL,2023-10-31,8321.0
AUD-000671,FAC-0019,PARACETAMOL,2023-11-30,4786.0
AUD-000672,FAC-0019,PARACETAMOL,2023-12-31,12039.0
AUD-000673,FAC-0019,RIF_INH,2023-01-31,623.0
AUD-000674,FAC-0019,RIF_INH,2023-02-28,1266.0
AUD-000675,FAC-0019,RIF_INH,2023-03-31,1879.0
AUD-000676,FAC-0019,RIF_INH,2023-04-30,2488.0
AUD-000677,FAC-0019,RIF_INH,2023-05-31,3059.0
AUD-000678,FAC-0019,RIF_INH,2023-06-30,4437.0
AUD-000679,FAC-0019,RIF_INH,2023-07-31,4217.0
AUD-000680,FAC-0019,RIF_INH,2023-08-31,4778.0
AUD-000681,FAC-0019,RIF_INH,2023-09-30,6131.0
AUD-000682,FAC-0019,RIF_INH,2023-10-31,5862.0
AUD-000683,FAC-0019,RIF_INH,2023-11-30,6411.0
AUD-000684,FAC-0019,RIF_INH,2023-12-31,7742.0
AUD-000685,FAC-0020,EPINEPHRINE,2023-01-31,13.0
AUD-000686,FAC-0020,EPINEPHRINE,2023-02-28,4.0
AUD-000687,FAC-0020,EPINEPHRINE,2023-03-31,17.0
AUD-000688,FAC-0020,EPINEPHRINE,2023-04-30,5.0
AUD-000689,FAC-0020,EPINEPHRINE,2023-05-31,15.0
AUD-000690,FAC-0020,EPINEPHRINE,2023-06-30,12.0
AUD-000691,FAC-0020,EPINEPHRINE,2023-07-31,12.0
AUD-000692,FAC-0020,EPINEPHRINE,2023-08-31,5.0
AUD-000693,FAC-0020,EPINEPHRINE,2023-09-30,11.0
AUD-000694,FAC-0020,EPINEPHRINE,2023-10-31,17.0
AUD-000695,FAC-0020,EPINEPHRINE,2023-11-30,21.0
AUD-000696,FAC-0020,EPINEPHRINE,2023-12-31,14.0
AUD-000697,FAC-0020,PARACETAMOL,2023-01-31,1934.0
AUD-000698,FAC-0020,PARACETAMOL,2023-02-28,3658.0
AUD-000699,FAC-0020,PARACETAMOL,2023-03-31,4549.0
AUD-000700,FAC-0020,PARACETAMOL,2023-04-30,5472.0
AUD-000701,FAC-0020,PARACETAMOL,2023-05-31,6185.0
AUD-000702,FAC-0020,PARACETAMOL,2023-06-30,4709.0
AUD-000703,FAC-0020,PARACETAMOL,2023-07-31,4080.0
AUD-000704,FAC-0020,PARACETAMOL,2023-08-31,5.0
AUD-000705,FAC-0020,PARACETAMOL,2023-09-30,665.0
AUD-000706,FAC-0020,PARACETAMOL,2023-10-31,3675.0
AUD-000707,FAC-0020,PARACETAMOL,2023-11-30,4426.0
AUD-000708,FAC-0020,PARACETAMOL,2023-12-31,10160.0
AUD-000709,FAC-0020,RIF_INH,2023-01-31,1445.0
AUD-000710,FAC-0020,RIF_INH,2023-02-28,1219.0
AUD-000711,FAC-0020,RIF_INH,2023-03-31,982.0
AUD-000712,FAC-0020,RIF_INH,2023-04-30,1538.0
AUD-000713,FAC-0020,RIF_INH,2023-05-31,2823.0
AUD-000714,FAC-0020,RIF_INH,2023-06-30,3331.0
AUD-000715,FAC-0020,RIF_INH,2023-07-31,3785.0
AUD-000716,FAC-0020,RIF_INH,2023-08-31,4205.0
AUD-000717,FAC-0020,RIF_INH,2023-09-30,4611.0
AUD-000718,FAC-0020,RIF_INH,2023-10-31,5034.0
AUD-000719,FAC-0020,RIF_INH,2023-11-30,5451.0
AUD-000720,FAC-0020,RIF_INH,2023-12-31,5834.0
AUD-000721,FAC-0021,EPINEPHRINE,2023-01-31,20.0
AUD-000722,FAC-0021,EPINEPHRINE,2023-02-28,5.0
AUD-000723,FAC-0021,EPINEPHRINE,2023-03-31,34.0
AUD-000724,FAC-0021,EPINEPHRINE,2023-04-30,27.0
AUD-000725,FAC-0021,EPINEPHRINE,2023-05-31,14.0
AUD-000726,FAC-0021,EPINEPHRINE,2023-06-30,4.0
AUD-000727,FAC-0021,EPINEPHRINE,2023-07-31,14.0
AUD-000728,FAC-0021,EPINEPHRINE,2023-08-31,7.0
AUD-000729,FAC-0021,EPINEPHRINE,2023-09-30,10.0
AUD-000730,FAC-0021,EPINEPHRINE,2023-10-31,21.0
AUD-000731,FAC-0021,EPINEPHRINE,2023-11-30,8.0
AUD-000732,FAC-0021,EPINEPHRINE,2023-12-31,7.0
AUD-000733,FAC-0021,PARACETAMOL,2023-01-31,7909.0
AUD-000734,FAC-0021,PARACETAMOL,2023-02-28,5116.0
AUD-000735,FAC-0021,PARACETAMOL,2023-03-31,6902.0
AUD-000736,FAC-0021,PARACETAMOL,2023-04-30,8805.0
AUD-000737,FAC-0021,PARACETAMOL,2023-05-31,10499.0
AUD-000738,FAC-0021,PARACETAMOL,2023-06-30,10121.0
AUD-000739,FAC-0021,PARACETAMOL,2023-07-31,12234.0
AUD-000740,FAC-0021,PARACETAMOL,2023-08-31,6323.0
AUD-000741,FAC-0021,PARACETAMOL,2023-09-30,15.0
AUD-000742,FAC-0021,PARACETAMOL,2023-10-31,6232.0
AUD-000743,FAC-0021,PARACETAMOL,2023-11-30,1796.0
AUD-000744,FAC-0021,PARACETAMOL,2023-12-31,4012.0
AUD-000745,FAC-0021,RIF_INH,2023-01-31,691.0
AUD-000746,FAC-0021,RIF_INH,2023-02-28,1301.0
AUD-000747,FAC-0021,RIF_INH,2023-03-31,1890.0
AUD-000748,FAC-0021,RIF_INH,2023-04-30,2458.0
AUD-000749,FAC-0021,RIF_INH,2023-05-31,2998.0
AUD-000750,FAC-0021,RIF_INH,2023-06-30,3548.0
AUD-000751,FAC-0021,RIF_INH,2023-07-31,4017.0
AUD-000752,FAC-0021,RIF_INH,2023-08-31,5323.0
AUD-000753,FAC-0021,RIF_INH,2023-09-30,5012.0
AUD-000754,FAC-0021,RIF_INH,2023-10-31,6292.0
AUD-000755,FAC-0021,RIF_INH,2023-11-30,6748.0
AUD-000756,FAC-0021,RIF_INH,2023-12-31,7154.0
AUD-000757,FAC-0022,EPINEPHRINE,2023-01-31,9.0
AUD-000758,FAC-0022,EPINEPHRINE,2023-02-28,25.0
AUD-000759,FAC-0022,EPINEPHRINE,2023-03-31,27.0
AUD-000760,FAC-0022,EPINEPHRINE,2023-04-30,31.0
AUD-000761,FAC-0022,EPINEPHRINE,2023-05-31,35.0
AUD-000762,FAC-0022,EPINEPHRINE,2023-06-30,47.0
AUD-000763,FAC-0022,EPINEPHRINE,2023-07-31,56.0
AUD-000764,FAC-0022,EPINEPHRINE,2023-08-31,59.0
AUD-000765,FAC-0022,EPINEPHRINE,2023-09-30,66.0
AUD-000766,FAC-0022,EPINEPHRINE,2023-10-31,76.0
AUD-000767,FAC-0022,EPINEPHRINE,2023-11-30,85.0
AUD-000768,FAC-0022,EPINEPHRINE,2023-12-31,84.0
AUD-000769,FAC-0022,PARACETAMOL,2023-01-31,2.0
AUD-000770,FAC-0022,PARACETAMOL,2023-02-28,9109.0
AUD-000771,FAC-0022,PARACETAMOL,2023-03-31,13039.0
AUD-000772,FAC-0022,PARACETAMOL,2023-04-30,16955.0
AUD-000773,FAC-0022,PARACETAMOL,2023-05-31,20705.0
AUD-000774,FAC-0022,PARACETAMOL,2023-06-30,23620.0
AUD-000775,FAC-0022,PARACETAMOL,2023-07-31,24906.0
AUD-000776,FAC-0022,PARACETAMOL,2023-08-31,30057.0
AUD-000777,FAC-0022,PARACETAMOL,2023-09-30,24965.0
AUD-000778,FAC-0022,PARACETAMOL,2023-10-31,21393.0
AUD-000779,FAC-0022,PARACETAMOL,2023-11-30,24445.0
AUD-000780,FAC-0022,PARACETAMOL,2023-12-31,27956.0
AUD-000781,FAC-0022,RIF_INH,2023-01-31,804.0
AUD-000782,FAC-0022,RIF_INH,2023-02-28,1539.0
AUD-000783,FAC-0022,RIF_INH,2023-03-31,2237.0
AUD-000784,FAC-0022,RIF_INH,2023-04-30,2930.0
AUD-000785,FAC-0022,RIF_INH,2023-05-31,2813.0
AUD-000786,FAC-0022,RIF_INH,2023-06-30,4286.0
AUD-000787,FAC-0022,RIF_INH,2023-07-31,4942.0
AUD-000788,FAC-0022,RIF_INH,2023-08-31,6377.0
AUD-000789,FAC-0022,RIF_INH,2023-09-30,6193.0
AUD-000790,FAC-0022,RIF_INH,2023-10-31,6022.0
AUD-000791,FAC-0022,RIF_INH,2023-11-30,7416.0
AUD-000792,FAC-0022,RIF_INH,2023-12-31,7956.0
AUD-000793,FAC-0023,EPINEPHRINE,2023-01-31,2.0
AUD-000794,FAC-0023,EPINEPHRINE,2023-02-28,0.0
AUD-000795,FAC-0023,EPINEPHRINE,2023-03-31,3.0
AUD-000796,FAC-0023,EPINEPHRINE,2023-04-30,4.0
AUD-000797,FAC-0023,EPINEPHRINE,2023-05-31,16.0
AUD-000798,FAC-0023,EPINEPHRINE,2023-06-30,15.0
AUD-000799,FAC-0023,EPINEPHRINE,2023-07-31,8.0
AUD-000800,FAC-0023,EPINEPHRINE,2023-08-31,20.0
AUD-000801,FAC-0023,EPINEPHRINE,2023-09-30,20.0
AUD-000802,FAC-0023,EPINEPHRINE,2023-10-31,20.0
AUD-000803,FAC-0023,EPINEPHRINE,2023-11-30,13.0
AUD-000804,FAC-0023,EPINEPHRINE,2023-12-31,15.0
AUD-000805,FAC-0023,PARACETAMOL,2023-01-31,3341.0
AUD-000806,FAC-0023,PARACETAMOL,2023-02-28,5723.0
AUD-000807,FAC-0023,PARACETAMOL,2023-03-31,7864.0
AUD-000808,FAC-0023,PARACETAMOL,2023-04-30,10232.0
AUD-000809,FAC-0023,PARACETAMOL,2023-05-31,17262.0
AUD-000810,FAC-0023,PARACETAMOL,2023-06-30,12924.0
AUD-000811,FAC-0023,PARACETAMOL,2023-07-31,15119.0
AUD-000812,FAC-0023,PARACETAMOL,2023-08-31,5267.0
AUD-000813,FAC-0023,PARACETAMOL,2023-09-30,5958.0
