facility_id,date,patient_consultations,medicine_code,quantity_dispensed,consumption_id
FAC-0063,2023-02-24,12,PARACETAMOL,28,CON-0022685
FAC-0063,2023-02-25,15,PARACETAMOL,31,CON-0022686
FAC-0063,2023-02-26,11,PARACETAMOL,21,CON-0022687
FAC-0063,2023-02-27,12,PARACETAMOL,21,CON-0022688
FAC-0063,2023-02-28,13,PARACETAMOL,27,CON-0022689
FAC-0063,2023-03-01,21,PARACETAMOL,31,CON-0022690
FAC-0063,2023-03-02,12,PARACETAMOL,16,CON-0022691
FAC-0063,2023-03-03,16,PARACETAMOL,36,CON-0022692
FAC-0063,2023-03-04,22,PARACETAMOL,45,CON-0022693
FAC-0063,2023-03-05,16,PARACETAMOL,45,CON-0022694
FAC-0063,2023-03-06,18,PARACETAMOL,38,CON-0022695
FAC-0063,2023-03-07,15,PARACETAMOL,27,CON-0022696
FAC-0063,2023-03-08,22,PARACETAMOL,43,CON-0022697
FAC-0063,2023-03-09,16,PARACETAMOL,27,CON-0022698
FAC-0063,2023-03-10,11,PARACETAMOL,21,CON-0022699
FAC-0063,2023-03-11,19,PARACETAMOL,29,CON-0022700
FAC-0063,2023-03-12,11,PARACETAMOL,23,CON-0022701
FAC-0063,2023-03-13,15,PARACETAMOL,27,CON-0022702
FAC-0063,2023-03-14,26,PARACETAMOL,39,CON-0022703
FAC-0063,2023-03-15,13,PARACETAMOL,24,CON-0022704
FAC-0063,2023-03-16,14,PARACETAMOL,24,CON-0022705
FAC-0063,2023-03-17,8,PARACETAMOL,15,CON-0022706
FAC-0063,2023-03-18,23,PARACETAMOL,44,CON-0022707
FAC-0063,2023-03-19,12,PARACETAMOL,30,CON-0022708
FAC-0063,2023-03-20,16,PARACETAMOL,36,CON-0022709
FAC-0063,2023-03-21,29,PARACETAMOL,49,CON-0022710
FAC-0063,2023-03-22,8,PARACETAMOL,18,CON-0022711
FAC-0063,2023-03-23,14,PARACETAMOL,23,CON-0022712
FAC-0063,2023-03-24,17,PARACETAMOL,23,CON-0022713
FAC-0063,2023-03-25,16,PARACETAMOL,28,CON-0022714
FAC-0063,2023-03-26,20,PARACETAMOL,45,CON-0022715
FAC-0063,2023-03-27,14,PARACETAMOL,29,CON-0022716
FAC-0063,2023-03-28,12,PARACETAMOL,19,CON-0022717
FAC-0063,2023-03-29,19,PARACETAMOL,29,CON-0022718
FAC-0063,2023-03-30,7,PARACETAMOL,11,CON-0022719
FAC-0063,2023-03-31,22,PARACETAMOL,37,CON-0022720
FAC-0063,2023-04-01,20,PARACETAMOL,33,CON-0022721
FAC-0063,2023-04-02,12,PARACETAMOL,24,CON-0022722
FAC-0063,2023-04-03,15,PARACETAMOL,31,CON-0022723
FAC-0063,2023-04-04,15,PARACETAMOL,31,CON-0022724
FAC-0063,2023-04-05,7,PARACETAMOL,12,CON-0022725
FAC-0063,2023-04-06,11,PARACETAMOL,13,CON-0022726
FAC-0063,2023-04-07,13,PARACETAMOL,21,CON-0022727
FAC-0063,2023-04-08,19,PARACETAMOL,24,CON-0022728
FAC-0063,2023-04-09,15,PARACETAMOL,29,CON-0022729
FAC-0063,2023-04-10,21,PARACETAMOL,34,CON-0022730
FAC-0063,2023-04-11,20,PARACETAMOL,34,CON-0022731
FAC-0063,2023-04-12,17,PARACETAMOL,39,CON-0022732
FAC-0063,2023-04-13,19,PARACETAMOL,32,CON-0022733
FAC-0063,2023-04-14,22,PARACETAMOL,34,CON-0022734
FAC-0063,2023-04-15,10,PARACETAMOL,17,CON-0022735
FAC-0063,2023-04-16,13,PARACETAMOL,17,CON-0022736
FAC-0063,2023-04-17,11,PARACETAMOL,21,CON-0022737
FAC-0063,2023-04-18,19,PARACETAMOL,14,CON-0022738
FAC-0063,2023-04-19,13,PARACETAMOL,18,CON-0022739
FAC-0063,2023-04-20,10,PARACETAMOL,15,CON-0022740
FAC-0063,2023-04-21,13,PARACETAMOL,20,CON-0022741
FAC-0063,2023-04-22,14,PARACETAMOL,21,CON-0022742
FAC-0063,2023-04-23,18,PARACETAMOL,37,CON-0022743
FAC-0063,2023-04-24,13,PARACETAMOL,19,CON-0022744
FAC-0063,2023-04-25,12,PARACETAMOL,16,CON-0022745
FAC-0063,2023-04-26,17,PARACETAMOL,29,CON-0022746
FAC-0063,2023-04-27,24,PARACETAMOL,53,CON-0022747
FAC-0063,2023-04-28,14,PARACETAMOL,16,CON-0022748
FAC-0063,2023-04-29,12,PARACETAMOL,17,CON-0022749
FAC-0063,2023-04-30,14,PARACETAMOL,20,CON-0022750
FAC-0063,2023-05-01,11,PARACETAMOL,10,CON-0022751
FAC-0063,2023-05-02,9,PARACETAMOL,6,CON-0022752
FAC-0063,2023-05-03,15,PARACETAMOL,28,CON-0022753
FAC-0063,2023-05-04,24,PARACETAMOL,45,CON-0022754
FAC-0063,2023-05-05,16,PARACETAMOL,30,CON-0022755
FAC-0063,2023-05-06,14,PARACETAMOL,26,CON-0022756
FAC-0063,2023-05-07,9,PARACETAMOL,13,CON-0022757
FAC-0063,2023-05-08,17,PARACETAMOL,27,CON-0022758
FAC-0063,2023-05-09,18,PARACETAMOL,37,CON-0022759
FAC-0063,2023-05-10,16,PARACETAMOL,32,CON-0022760
FAC-0063,2023-05-11,13,PARACETAMOL,25,CON-0022761
FAC-0063,2023-05-12,9,PARACETAMOL,16,CON-0022762
FAC-0063,2023-05-13,13,PARACETAMOL,26,CON-0022763
FAC-0063,2023-05-14,15,PARACETAMOL,28,CON-0022764
FAC-0063,2023-05-15,13,PARACETAMOL,28,CON-0022765
FAC-0063,2023-05-16,17,PARACETAMOL,25,CON-0022766
FAC-0063,2023-05-17,16,PARACETAMOL,32,CON-0022767
FAC-0063,2023-05-18,19,PARACETAMOL,24,CON-0022768
FAC-0063,2023-05-19,12,PARACETAMOL,19,CON-0022769
FAC-0063,2023-05-20,17,PARACETAMOL,34,CON-0022770
FAC-0063,2023-05-21,19,PARACETAMOL,33,CON-0022771
FAC-0063,2023-05-22,16,PARACETAMOL,35,CON-0022772
FAC-0063,2023-05-23,22,PARACETAMOL,28,CON-0022773
FAC-0063,2023-05-24,21,PARACETAMOL,37,CON-0022774
FAC-0063,2023-05-25,16,PARACETAMOL,25,CON-0022775
FAC-0063,2023-05-26,11,PARACETAMOL,14,CON-0022776
FAC-0063,2023-05-27,10,PARACETAMOL,23,CON-0022777
FAC-0063,2023-05-28,19,PARACETAMOL,26,CON-0022778
FAC-0063,2023-05-29,22,PARACETAMOL,46,CON-0022779
FAC-0063,2023-05-30,14,PARACETAMOL,33,CON-0022780
FAC-0063,2023-05-31,15,PARACETAMOL,29,CON-0022781
FAC-0063,2023-06-01,12,PARACETAMOL,24,CON-0022782
FAC-0063,2023-06-02,17,PARACETAMOL,33,CON-0022783
FAC-0063,2023-06-03,14,PARACETAMOL,28,CON-0022784
FAC-0063,2023-06-04,27,PARACETAMOL,58,CON-0022785
FAC-0063,2023-06-05,14,PARACETAMOL,27,CON-0022786
FAC-0063,2023-06-06,8,PARACETAMOL,10,CON-0022787
FAC-0063,2023-06-07,14,PARACETAMOL,34,CON-0022788
FAC-0063,2023-06-08,19,PARACETAMOL,40,CON-0022789
FAC-0063,2023-06-09,21,PARACETAMOL,40,CON-0022790
FAC-0063,2023-06-10,22,PARACETAMOL,53,CON-0022791
FAC-0063,2023-06-11,17,PARACETAMOL,33,CON-0022792
FAC-0063,2023-06-12,17,PARACETAMOL,42,CON-0022793
FAC-0063,2023-06-13,19,PARACETAMOL,48,CON-0022794
FAC-0063,2023-06-14,22,PARACETAMOL,55,CON-0022795
FAC-0063,2023-06-15,18,PARACETAMOL,50,CON-0022796
FAC-0063,2023-06-16,25,PARACETAMOL,71,CON-0022797
FAC-0063,2023-06-17,25,PARACETAMOL,57,CON-0022798
FAC-0063,2023-06-18,22,PARACETAMOL,64,CON-0022799
FAC-0063,2023-06-19,19,PARACETAMOL,54,CON-0022800
FAC-0063,2023-06-20,21,PARACETAMOL,52,CON-0022801
FAC-0063,2023-06-21,20,PARACETAMOL,56,CON-0022802
FAC-0063,2023-06-22,17,PARACETAMOL,57,CON-0022803
FAC-0063,2023-06-23,20,PARACETAMOL,65,CON-0022804
FAC-0063,2023-06-24,36,PARACETAMOL,101,CON-0022805
FAC-0063,2023-06-25,23,PARACETAMOL,66,CON-0022806
FAC-0063,2023-06-26,23,PARACETAMOL,65,CON-0022807
FAC-0063,2023-06-27,23,PARACETAMOL,56,CON-0022808
FAC-0063,2023-06-28,27,PARACETAMOL,88,CON-0022809
FAC-0063,2023-06-29,32,PARACETAMOL,108,CON-0022810
FAC-0063,2023-06-30,25,PARACETAMOL,86,CON-0022811
FAC-0063,2023-07-01,25,PARACETAMOL,68,CON-0022812
FAC-0063,2023-07-02,32,PARACETAMOL,90,CON-0022813
FAC-0063,2023-07-03,14,PARACETAMOL,55,CON-0022814
FAC-0063,2023-07-04,38,PARACETAMOL,114,CON-0022815
FAC-0063,2023-07-05,30,PARACETAMOL,121,CON-0022816
FAC-0063,2023-07-06,37,PARACETAMOL,125,CON-0022817
FAC-0063,2023-07-07,32,PARACETAMOL,108,CON-0022818
FAC-0063,2023-07-08,28,PARACETAMOL,106,CON-0022819
FAC-0063,2023-07-09,25,PARACETAMOL,66,CON-0022820
FAC-0063,2023-07-10,34,PARACETAMOL,141,CON-0022821
FAC-0063,2023-07-11,33,PARACETAMOL,123,CON-0022822
FAC-0063,2023-07-12,25,PARACETAMOL,87,CON-0022823
FAC-0063,2023-07-13,37,PARACETAMOL,152,CON-0022824
FAC-0063,2023-07-14,23,PARACETAMOL,83,CON-0022825
FAC-0063,2023-07-15,39,PARACETAMOL,133,CON-0022826
FAC-0063,2023-07-16,29,PARACETAMOL,87,CON-0022827
FAC-0063,2023-07-17,32,PARACETAMOL,102,CON-0022828
FAC-0063,2023-07-18,27,PARACETAMOL,106,CON-0022829
FAC-0063,2023-07-19,38,PARACETAMOL,130,CON-0022830
FAC-0063,2023-07-20,32,PARACETAMOL,117,CON-0022831
FAC-0063,2023-07-21,38,PARACETAMOL,154,CON-0022832
FAC-0063,2023-07-22,33,PARACETAMOL,148,CON-0022833
FAC-0063,2023-07-23,32,PARACETAMOL,108,CON-0022834
FAC-0063,2023-07-24,30,PARACETAMOL,99,CON-0022835
FAC-0063,2023-07-25,40,PARACETAMOL,156,CON-0022836
FAC-0063,2023-07-26,34,PARACETAMOL,125,CON-0022837
FAC-0063,2023-07-27,38,PARACETAMOL,140,CON-0022838
FAC-0063,2023-07-28,34,PARACETAMOL,161,CON-0022839
FAC-0063,2023-07-29,34,PARACETAMOL,124,CON-0022840
FAC-0063,2023-07-30,38,PARACETAMOL,145,CON-0022841
FAC-0063,2023-07-31,46,PARACETAMOL,192,CON-0022842
FAC-0063,2023-08-01,31,PARACETAMOL,137,CON-0022843
FAC-0063,2023-08-02,38,PARACETAMOL,173,CON-0022844
FAC-0063,2023-08-03,32,PARACETAMOL,142,CON-0022845
FAC-0063,2023-08-04,23,PARACETAMOL,86,CON-0022846
FAC-0063,2023-08-05,35,PARACETAMOL,149,CON-0022847
FAC-0063,2023-08-06,38,PARACETAMOL,138,CON-0022848
FAC-0063,2023-08-07,52,PARACETAMOL,209,CON-0022849
FAC-0063,2023-08-08,38,PARACETAMOL,163,CON-0022850
FAC-0063,2023-08-09,40,PARACETAMOL,211,CON-0022851
FAC-0063,2023-08-10,32,PARACETAMOL,139,CON-0022852
FAC-0063,2023-08-11,26,PARACETAMOL,120,CON-0022853
FAC-0063,2023-08-12,29,PARACETAMOL,133,CON-0022854
FAC-0063,2023-08-13,30,PARACETAMOL,120,CON-0022855
FAC-0063,2023-08-14,39,PARACETAMOL,171,CON-0022856
FAC-0063,2023-08-15,34,PARACETAMOL,160,CON-0022857
FAC-0063,2023-08-16,40,PARACETAMOL,162,CON-0022858
FAC-0063,2023-08-17,46,PARACETAMOL,229,CON-0022859
FAC-0063,2023-08-18,29,PARACETAMOL,117,CON-0022860
FAC-0063,2023-08-19,34,PARACETAMOL,159,CON-0022861
FAC-0063,2023-08-20,47,PARACETAMOL,213,CON-0022862
FAC-0063,2023-08-21,39,PARACETAMOL,151,CON-0022863
FAC-0063,2023-08-22,45,PARACETAMOL,205,CON-0022864
FAC-0063,2023-08-23,47,PARACETAMOL,189,CON-0022865
FAC-0063,2023-08-24,36,PARACETAMOL,154,CON-0022866
FAC-0063,2023-08-25,40,PARACETAMOL,174,CON-0022867
FAC-0063,2023-08-26,39,PARACETAMOL,162,CON-0022868
FAC-0063,2023-08-27,43,PARACETAMOL,170,CON-0022869
FAC-0063,2023-08-28,42,PARACETAMOL,207,CON-0022870
FAC-0063,2023-08-29,34,PARACETAMOL,156,CON-0022871
FAC-0063,2023-08-30,39,PARACETAMOL,176,CON-0022872
FAC-0063,2023-08-31,31,PARACETAMOL,136,CON-0022873
FAC-0063,2023-09-01,31,PARACETAMOL,148,CON-0022874
FAC-0063,2023-09-02,24,PARACETAMOL,95,CON-0022875
FAC-0063,2023-09-03,26,PARACETAMOL,113,CON-0022876
FAC-0063,2023-09-04,39,PARACETAMOL,168,CON-0022877
FAC-0063,2023-09-05,41,PARACETAMOL,160,CON-0022878
FAC-0063,2023-09-06,46,PARACETAMOL,195,CON-0022879
FAC-0063,2023-09-07,38,PARACETAMOL,173,CON-0022880
FAC-0063,2023-09-08,33,PARACETAMOL,147,CON-0022881
FAC-0063,2023-09-09,28,PARACETAMOL,108,CON-0022882
FAC-0063,2023-09-10,34,PARACETAMOL,130,CON-0022883
FAC-0063,2023-09-11,29,PARACETAMOL,119,CON-0022884
FAC-0063,2023-09-12,55,PARACETAMOL,238,CON-0022885
FAC-0063,2023-09-13,39,PARACETAMOL,152,CON-0022886
FAC-0063,2023-09-14,32,PARACETAMOL,117,CON-0022887
FAC-0063,2023-09-15,40,PARACETAMOL,191,CON-0022888
FAC-0063,2023-09-16,28,PARACETAMOL,122,CON-0022889
FAC-0063,2023-09-17,28,PARACETAMOL,115,CON-0022890
FAC-0063,2023-09-18,31,PARACETAMOL,152,CON-0022891
FAC-0063,2023-09-19,41,PARACETAMOL,143,CON-0022892
FAC-0063,2023-09-20,41,PARACETAMOL,159,CON-0022893
FAC-0063,2023-09-21,26,PARACETAMOL,120,CON-0022894
FAC-0063,2023-09-22,33,PARACETAMOL,143,CON-0022895
FAC-0063,2023-09-23,39,PARACETAMOL,154,CON-0022896
FAC-0063,2023-09-24,27,PARACETAMOL,103,CON-0022897
FAC-0063,2023-09-25,38,PARACETAMOL,173,CON-0022898
FAC-0063,2023-09-26,22,PARACETAMOL,86,CON-0022899
FAC-0063,2023-09-27,38,PARACETAMOL,138,CON-0022900
FAC-0063,2023-09-28,37,PARACETAMOL,160,CON-0022901
FAC-0063,2023-09-29,24,PARACETAMOL,106,CON-0022902
FAC-0063,2023-09-30,42,PARACETAMOL,187,CON-0022903
FAC-0063,2023-10-01,34,PARACETAMOL,117,CON-0022904
FAC-0063,2023-10-02,35,PARACETAMOL,132,CON-0022905
FAC-0063,2023-10-03,30,PARACETAMOL,107,CON-0022906
FAC-0063,2023-10-04,21,PARACETAMOL,98,CON-0022907
FAC-0063,2023-10-05,29,PARACETAMOL,112,CON-0022908
FAC-0063,2023-10-06,28,PARACETAMOL,115,CON-0022909
FAC-0063,2023-10-07,24,PARACETAMOL,101,CON-0022910
FAC-0063,2023-10-08,37,PARACETAMOL,158,CON-0022911
FAC-0063,2023-10-09,46,PARACETAMOL,191,CON-0022912
FAC-0063,2023-10-10,35,PARACETAMOL,119,CON-0022913
FAC-0063,2023-10-11,31,PARACETAMOL,122,CON-0022914
FAC-0063,2023-10-12,33,PARACETAMOL,109,CON-0022915
FAC-0063,2023-10-13,30,PARACETAMOL,112,CON-0022916
FAC-0063,2023-10-14,39,PARACETAMOL,136,CON-0022917
FAC-0063,2023-10-15,33,PARACETAMOL,110,CON-0022918
FAC-0063,2023-10-16,29,PARACETAMOL,106,CON-0022919
FAC-0063,2023-10-17,24,PARACETAMOL,83,CON-0022920
FAC-0063,2023-10-18,38,PARACETAMOL,138,CON-0022921
FAC-0063,2023-10-19,22,PARACETAMOL,67,CON-0022922
FAC-0063,2023-10-20,24,PARACETAMOL,71,CON-0022923
FAC-0063,2023-10-21,25,PARACETAMOL,82,CON-0022924
FAC-0063,2023-10-22,28,PARACETAMOL,98,CON-0022925
FAC-0063,2023-10-23,36,PARACETAMOL,124,CON-0022926
FAC-0063,2023-10-24,21,PARACETAMOL,79,CON-0022927
FAC-0063,2023-10-25,24,PARACETAMOL,71,CON-0022928
FAC-0063,2023-10-26,35,PARACETAMOL,113,CON-0022929
FAC-0063,2023-10-27,28,PARACETAMOL,72,CON-0022930
FAC-0063,2023-10-28,27,PARACETAMOL,89,CON-0022931
FAC-0063,2023-10-29,29,PARACETAMOL,89,CON-0022932
FAC-0063,2023-10-30,43,PARACETAMOL,154,CON-0022933
FAC-0063,2023-10-31,26,PARACETAMOL,73,CON-0022934
FAC-0063,2023-11-01,22,PARACETAMOL,51,CON-0022935
FAC-0063,2023-11-02,29,PARACETAMOL,76,CON-0022936
FAC-0063,2023-11-03,29,PARACETAMOL,85,CON-0022937
FAC-0063,2023-11-04,30,PARACETAMOL,75,CON-0022938
FAC-0063,2023-11-05,22,PARACETAMOL,50,CON-0022939
FAC-0063,2023-11-06,24,PARACETAMOL,63,CON-0022940
FAC-0063,2023-11-07,22,PARACETAMOL,56,CON-0022941
FAC-0063,2023-11-08,19,PARACETAMOL,48,CON-0022942
FAC-0063,2023-11-09,19,PARACETAMOL,55,CON-0022943
FAC-0063,2023-11-10,29,PARACETAMOL,90,CON-0022944
FAC-0063,2023-11-11,29,PARACETAMOL,68,CON-0022945
FAC-0063,2023-11-12,23,PARACETAMOL,58,CON-0022946
FAC-0063,2023-11-13,17,PARACETAMOL,55,CON-0022947
FAC-0063,2023-11-14,25,PARACETAMOL,55,CON-0022948
FAC-0063,2023-11-15,15,PARACETAMOL,33,CON-0022949
FAC-0063,2023-11-16,13,PARACETAMOL,27,CON-0022950
FAC-0063,2023-11-17,25,PARACETAMOL,59,CON-0022951
FAC-0063,2023-11-18,18,PARACETAMOL,55,CON-0022952
FAC-0063,2023-11-19,24,PARACETAMOL,56,CON-0022953
FAC-0063,2023-11-20,22,PARACETAMOL,43,CON-0022954
FAC-0063,2023-11-21,21,PARACETAMOL,35,CON-0022955
FAC-0063,2023-11-22,25,PARACETAMOL,57,CON-0022956
FAC-0063,2023-11-23,13,PARACETAMOL,31,CON-0022957
FAC-0063,2023-11-24,18,PARACETAMOL,41,CON-0022958
FAC-0063,2023-11-25,14,PARACETAMOL,23,CON-0022959
FAC-0063,2023-11-26,17,PARACETAMOL,34,CON-0022960
FAC-0063,2023-11-27,12,PARACETAMOL,25,CON-0022961
FAC-0063,2023-11-28,10,PARACETAMOL,14,CON-0022962
FAC-0063,2023-11-29,13,PARACETAMOL,22,CON-0022963
FAC-0063,2023-11-30,13,PARACETAMOL,25,CON-0022964
FAC-0063,2023-12-01,16,PARACETAMOL,32,CON-0022965
FAC-0063,2023-12-02,19,PARACETAMOL,41,CON-0022966
FAC-0063,2023-12-03,20,PARACETAMOL,29,CON-0022967
FAC-0063,2023-12-04,13,PARACETAMOL,20,CON-0022968
FAC-0063,2023-12-05,14,PARACETAMOL,23,CON-0022969
FAC-0063,2023-12-06,16,PARACETAMOL,31,CON-0022970
FAC-0063,2023-12-07,15,PARACETAMOL,32,CON-0022971
FAC-0063,2023-12-08,10,PARACETAMOL,18,CON-0022972
FAC-0063,2023-12-09,14,PARACETAMOL,27,CON-0022973
FAC-0063,2023-12-10,14,PARACETAMOL,22,CON-0022974
FAC-0063,2023-12-11,16,PARACETAMOL,22,CON-0022975
FAC-0063,2023-12-12,21,PARACETAMOL,33,CON-0022976
FAC-0063,2023-12-13,18,PARACETAMOL,27,CON-0022977
FAC-0063,2023-12-14,15,PARACETAMOL,27,CON-0022978
FAC-0063,2023-12-15,16,PARACETAMOL,28,CON-0022979
FAC-0063,2023-12-16,25,PARACETAMOL,61,CON-0022980
FAC-0063,2023-12-17,13,PARACETAMOL,32,CON-0022981
FAC-0063,2023-12-18,13,PARACETAMOL,27,CON-0022982
FAC-0063,2023-12-19,12,PARACETAMOL,21,CON-0022983
FAC-0063,2023-12-20,14,PARACETAMOL,17,CON-0022984
FAC-0063,2023-12-21,16,PARACETAMOL,41,CON-0022985
FAC-0063,2023-12-22,18,PARACETAMOL,31,CON-0022986
FAC-0063,2023-12-23,12,PARACETAMOL,16,CON-0022987
FAC-0063,2023-12-24,19,PARACETAMOL,33,CON-0022988
FAC-0063,2023-12-25,17,PARACETAMOL,21,CON-0022989
FAC-0063,2023-12-26,14,PARACETAMOL,32,CON-0022990
FAC-0063,2023-12-27,20,PARACETAMOL,37,CON-0022991
FAC-0063,2023-12-28,10,PARACETAMOL,21,CON-0022992
FAC-0063,2023-12-29,15,PARACETAMOL,18,CON-0022993
FAC-0063,2023-12-30,16,PARACETAMOL,27,CON-0022994
FAC-0063,2023-12-31,17,PARACETAMOL,29,CON-0022995
FAC-0064,2023-01-01,50,PARACETAMOL,77,CON-0022996
FAC-0064,2023-01-02,53,PARACETAMOL,109,CON-0022997
FAC-0064,2023-01-03,53,PARACETAMOL,86,CON-0022998
FAC-0064,2023-01-04,58,PARACETAMOL,110,CON-0022999
FAC-0064,2023-01-05,53,PARACETAMOL,101,CON-0023000
FAC-0064,2023-01-06,56,PARACETAMOL,91,CON-0023001
FAC-0064,2023-01-07,56,PARACETAMOL,102,CON-0023002
FAC-0064,2023-01-08,52,PARACETAMOL,80,CON-0023003
FAC-0064,2023-01-09,56,PARACETAMOL,88,CON-0023004
FAC-0064,2023-01-10,45,PARACETAMOL,77,CON-0023005
FAC-0064,2023-01-11,47,PARACETAMOL,81,CON-0023006
FAC-0064,2023-01-12,40,PARACETAMOL,80,CON-0023007
FAC-0064,2023-01-13,51,PARACETAMOL,92,CON-0023008
FAC-0064,2023-01-14,62,PARACETAMOL,115,CON-0023009
FAC-0064,2023-01-15,56,PARACETAMOL,124,CON-0023010
FAC-0064,2023-01-16,46,PARACETAMOL,79,CON-0023011
FAC-0064,2023-01-17,39,PARACETAMOL,77,CON-0023012
FAC-0064,2023-01-18,43,PARACETAMOL,77,CON-0023013
FAC-0064,2023-01-19,44,PARACETAMOL,75,CON-0023014
FAC-0064,2023-01-20,61,PARACETAMOL,112,CON-0023015
FAC-0064,2023-01-21,54,PARACETAMOL,101,CON-0023016
FAC-0064,2023-01-22,50,PARACETAMOL,98,CON-0023017
FAC-0064,2023-01-23,45,PARACETAMOL,86,CON-0023018
FAC-0064,2023-01-24,59,PARACETAMOL,108,CON-0023019
FAC-0064,2023-01-25,68,PARACETAMOL,146,CON-0023020
FAC-0064,2023-01-26,37,PARACETAMOL,60,CON-0023021
FAC-0064,2023-01-27,58,PARACETAMOL,113,CON-0023022
FAC-0064,2023-01-28,41,PARACETAMOL,85,CON-0023023
FAC-0064,2023-01-29,50,PARACETAMOL,85,CON-0023024
FAC-0064,2023-01-30,58,PARACETAMOL,108,CON-0023025
FAC-0064,2023-01-31,57,PARACETAMOL,90,CON-0023026
FAC-0064,2023-02-01,61,PARACETAMOL,104,CON-0023027
FAC-0064,2023-02-02,50,PARACETAMOL,90,CON-0023028
FAC-0064,2023-02-03,49,PARACETAMOL,77,CON-0023029
FAC-0064,2023-02-04,58,PARACETAMOL,125,CON-0023030
FAC-0064,2023-02-05,47,PARACETAMOL,85,CON-0023031
FAC-0064,2023-02-06,56,PARACETAMOL,99,CON-0023032
FAC-0064,2023-02-07,43,PARACETAMOL,83,CON-0023033
FAC-0064,2023-02-08,55,PARACETAMOL,91,CON-0023034
FAC-0064,2023-02-09,56,PARACETAMOL,104,CON-0023035
FAC-0064,2023-02-10,53,PARACETAMOL,88,CON-0023036
FAC-0064,2023-02-11,36,PARACETAMOL,62,CON-0023037
FAC-0064,2023-02-12,49,PARACETAMOL,90,CON-0023038
FAC-0064,2023-02-13,41,PARACETAMOL,69,CON-0023039
FAC-0064,2023-02-14,45,PARACETAMOL,93,CON-0023040
FAC-0064,2023-02-15,46,PARACETAMOL,69,CON-0023041
FAC-0064,2023-02-16,45,PARACETAMOL,74,CON-0023042
FAC-0064,2023-02-17,59,PARACETAMOL,94,CON-0023043
FAC-0064,2023-02-18,56,PARACETAMOL,101,CON-0023044
FAC-0064,2023-02-19,65,PARACETAMOL,94,CON-0023045
FAC-0064,2023-02-20,46,PARACETAMOL,78,CON-0023046
FAC-0064,2023-02-21,46,PARACETAMOL,72,CON-0023047
FAC-0064,2023-02-22,52,PARACETAMOL,89,CON-0023048
FAC-0064,2023-02-23,58,PARACETAMOL,108,CON-0023049
FAC-0064,2023-02-24,69,PARACETAMOL,117,CON-0023050
FAC-0064,2023-02-25,56,PARACETAMOL,122,CON-0023051
FAC-0064,2023-02-26,46,PARACETAMOL,70,CON-0023052
FAC-0064,2023-02-27,54,PARACETAMOL,108,CON-0023053
FAC-0064,2023-02-28,56,PARACETAMOL,104,CON-0023054
FAC-0064,2023-03-01,47,PARACETAMOL,73,CON-0023055
FAC-0064,2023-03-02,43,PARACETAMOL,78,CON-0023056
FAC-0064,2023-03-03,44,PARACETAMOL,84,CON-0023057
FAC-0064,2023-03-04,55,PARACETAMOL,123,CON-0023058
FAC-0064,2023-03-05,43,PARACETAMOL,70,CON-0023059
FAC-0064,2023-03-06,58,PARACETAMOL,97,CON-0023060
FAC-0064,2023-03-07,48,PARACETAMOL,97,CON-0023061
FAC-0064,2023-03-08,61,PARACETAMOL,118,CON-0023062
FAC-0064,2023-03-09,49,PARACETAMOL,81,CON-0023063
FAC-0064,2023-03-10,59,PARACETAMOL,103,CON-0023064
FAC-0064,2023-03-11,42,PARACETAMOL,67,CON-0023065
FAC-0064,2023-03-12,37,PARACETAMOL,79,CON-0023066
FAC-0064,2023-03-13,48,PARACETAMOL,82,CON-0023067
FAC-0064,2023-03-14,45,PARACETAMOL,76,CON-0023068
FAC-0064,2023-03-15,66,PARACETAMOL,124,CON-0023069
FAC-0064,2023-03-16,48,PARACETAMOL,104,CON-0023070
FAC-0064,2023-03-17,61,PARACETAMOL,88,CON-0023071
FAC-0064,2023-03-18,37,PARACETAMOL,70,CON-0023072
FAC-0064,2023-03-19,42,PARACETAMOL,64,CON-0023073
FAC-0064,2023-03-20,45,PARACETAMOL,87,CON-0023074
FAC-0064,2023-03-21,64,PARACETAMOL,109,CON-0023075
FAC-0064,2023-03-22,58,PARACETAMOL,106,CON-0023076
FAC-0064,2023-03-23,40,PARACETAMOL,67,CON-0023077
FAC-0064,2023-03-24,55,PARACETAMOL,103,CON-0023078
FAC-0064,2023-03-25,49,PARACETAMOL,72,CON-0023079
FAC-0064,2023-03-26,40,PARACETAMOL,72,CON-0023080
FAC-0064,2023-03-27,58,PARACETAMOL,114,CON-0023081
FAC-0064,2023-03-28,43,PARACETAMOL,80,CON-0023082
FAC-0064,2023-03-29,47,PARACETAMOL,108,CON-0023083
FAC-0064,2023-03-30,55,PARACETAMOL,113,CON-0023084
FAC-0064,2023-03-31,58,PARACETAMOL,94,CON-0023085
FAC-0064,2023-04-01,57,PARACETAMOL,96,CON-0023086
FAC-0064,2023-04-02,41,PARACETAMOL,79,CON-0023087
FAC-0064,2023-04-03,55,PARACETAMOL,101,CON-0023088
FAC-0064,2023-04-04,52,PARACETAMOL,109,CON-0023089
FAC-0064,2023-04-05,50,PARACETAMOL,86,CON-0023090
FAC-0064,2023-04-06,58,PARACETAMOL,107,CON-0023091
FAC-0064,2023-04-07,52,PARACETAMOL,98,CON-0023092
FAC-0064,2023-04-08,43,PARACETAMOL,68,CON-0023093
FAC-0064,2023-04-09,56,PARACETAMOL,97,CON-0023094
