facility_id,medicine_code,expected_delivery_date,actual_delivery_date,transit_delay_days,quantity_dispatched,delivery_id,delivery_status
FAC-0026,RIF_INH,2023-07-30,2023-08-01,2,800,DEL-000996,On-Time
FAC-0026,RIF_INH,2023-08-29,2023-09-22,24,800,DEL-000997,Delayed
FAC-0026,RIF_INH,2023-09-28,2023-11-04,37,800,DEL-000998,Delayed
FAC-0026,RIF_INH,2023-10-28,2023-11-19,22,800,DEL-000999,Delayed
FAC-0026,RIF_INH,2023-11-27,2023-12-02,5,800,DEL-001000,Delayed
FAC-0026,RIF_INH,2023-12-27,2023-12-30,3,800,DEL-001001,On-Time
FAC-0026,EPINEPHRINE,2023-01-01,2023-01-05,4,10,DEL-001002,Delayed
FAC-0026,EPINEPHRINE,2023-01-31,2023-02-01,1,10,DEL-001003,On-Time
FAC-0026,EPINEPHRINE,2023-03-02,2023-03-18,16,10,DEL-001004,Delayed
FAC-0026,EPINEPHRINE,2023-04-01,2023-04-13,12,10,DEL-001005,Delayed
FAC-0026,EPINEPHRINE,2023-05-01,2023-05-13,12,10,DEL-001006,Delayed
FAC-0026,EPINEPHRINE,2023-05-31,2023-06-14,14,10,DEL-001007,Delayed
FAC-0026,EPINEPHRINE,2023-06-30,2023-08-04,35,10,DEL-001008,Delayed
FAC-0026,EPINEPHRINE,2023-07-30,2023-07-31,1,10,DEL-001009,On-Time
FAC-0026,EPINEPHRINE,2023-08-29,2023-09-05,7,10,DEL-001010,Delayed
FAC-0026,EPINEPHRINE,2023-09-28,2023-10-01,3,10,DEL-001011,On-Time
FAC-0026,EPINEPHRINE,2023-10-28,2023-11-16,19,10,DEL-001012,Delayed
FAC-0026,EPINEPHRINE,2023-11-27,2023-12-29,32,10,DEL-001013,Delayed
FAC-0026,EPINEPHRINE,2023-12-27,2024-01-01,5,10,DEL-001014,Delayed
FAC-0027,PARACETAMOL,2023-01-01,2023-01-08,7,5000,DEL-001015,Delayed
FAC-0027,PARACETAMOL,2023-01-31,2023-01-31,0,5000,DEL-001016,On-Time
FAC-0027,PARACETAMOL,2023-03-02,2023-03-09,7,5000,DEL-001017,Delayed
FAC-0027,PARACETAMOL,2023-04-01,2023-04-05,4,5000,DEL-001018,Delayed
FAC-0027,PARACETAMOL,2023-05-01,2023-05-12,11,5000,DEL-001019,Delayed
FAC-0027,PARACETAMOL,2023-05-31,2023-06-07,7,5000,DEL-001020,Delayed
FAC-0027,PARACETAMOL,2023-06-30,2023-07-18,18,5000,DEL-001021,Delayed
FAC-0027,PARACETAMOL,2023-07-30,2023-08-05,6,5000,DEL-001022,Delayed
FAC-0027,PARACETAMOL,2023-08-29,2023-09-05,7,5000,DEL-001023,Delayed
FAC-0027,PARACETAMOL,2023-09-28,2023-10-19,21,5000,DEL-001024,Delayed
FAC-0027,PARACETAMOL,2023-10-28,2023-11-03,6,5000,DEL-001025,Delayed
FAC-0027,PARACETAMOL,2023-11-27,2023-12-08,11,5000,DEL-001026,Delayed
FAC-0027,PARACETAMOL,2023-12-27,2023-12-29,2,5000,DEL-001027,On-Time
FAC-0027,RIF_INH,2023-01-01,2023-01-17,16,800,DEL-001028,Delayed
FAC-0027,RIF_INH,2023-01-31,2023-02-11,11,800,DEL-001029,Delayed
FAC-0027,RIF_INH,2023-03-02,2023-03-14,12,800,DEL-001030,Delayed
FAC-0027,RIF_INH,2023-04-01,2023-04-13,12,800,DEL-001031,Delayed
FAC-0027,RIF_INH,2023-05-01,2023-05-11,10,800,DEL-001032,Delayed
FAC-0027,RIF_INH,2023-05-31,2023-05-31,0,800,DEL-001033,On-Time
FAC-0027,RIF_INH,2023-06-30,2023-07-04,4,800,DEL-001034,Delayed
FAC-0027,RIF_INH,2023-07-30,2023-08-23,24,800,DEL-001035,Delayed
FAC-0027,RIF_INH,2023-08-29,2023-09-18,20,800,DEL-001036,Delayed
FAC-0027,RIF_INH,2023-09-28,2023-10-17,19,800,DEL-001037,Delayed
FAC-0027,RIF_INH,2023-10-28,2023-11-30,33,800,DEL-001038,Delayed
FAC-0027,RIF_INH,2023-11-27,2023-12-06,9,800,DEL-001039,Delayed
FAC-0027,RIF_INH,2023-12-27,2024-01-04,8,800,DEL-001040,Delayed
FAC-0027,EPINEPHRINE,2023-01-01,2023-01-08,7,10,DEL-001041,Delayed
FAC-0027,EPINEPHRINE,2023-01-31,2023-01-31,0,10,DEL-001042,On-Time
FAC-0027,EPINEPHRINE,2023-03-02,2023-03-10,8,10,DEL-001043,Delayed
FAC-0027,EPINEPHRINE,2023-04-01,2023-04-16,15,10,DEL-001044,Delayed
FAC-0027,EPINEPHRINE,2023-05-01,2023-05-04,3,10,DEL-001045,On-Time
FAC-0027,EPINEPHRINE,2023-05-31,2023-06-25,25,10,DEL-001046,Delayed
FAC-0027,EPINEPHRINE,2023-06-30,2023-07-11,11,10,DEL-001047,Delayed
FAC-0027,EPINEPHRINE,2023-07-30,2023-08-12,13,10,DEL-001048,Delayed
FAC-0027,EPINEPHRINE,2023-08-29,2023-09-08,10,10,DEL-001049,Delayed
FAC-0027,EPINEPHRINE,2023-09-28,2023-10-17,19,10,DEL-001050,Delayed
FAC-0027,EPINEPHRINE,2023-10-28,2023-11-04,7,10,DEL-001051,Delayed
FAC-0027,EPINEPHRINE,2023-11-27,2023-12-05,8,10,DEL-001052,Delayed
FAC-0027,EPINEPHRINE,2023-12-27,2023-12-30,3,10,DEL-001053,On-Time
FAC-0028,PARACETAMOL,2023-01-01,2023-01-10,9,5000,DEL-001054,Delayed
FAC-0028,PARACETAMOL,2023-01-31,2023-02-03,3,5000,DEL-001055,On-Time
FAC-0028,PARACETAMOL,2023-03-02,2023-03-26,24,5000,DEL-001056,Delayed
FAC-0028,PARACETAMOL,2023-04-01,2023-04-12,11,5000,DEL-001057,Delayed
FAC-0028,PARACETAMOL,2023-05-01,2023-05-12,11,5000,DEL-001058,Delayed
FAC-0028,PARACETAMOL,2023-05-31,2023-06-22,22,5000,DEL-001059,Delayed
FAC-0028,PARACETAMOL,2023-06-30,2023-07-03,3,5000,DEL-001060,On-Time
FAC-0028,PARACETAMOL,2023-07-30,2023-08-02,3,5000,DEL-001061,On-Time
FAC-0028,PARACETAMOL,2023-08-29,2023-10-10,42,5000,DEL-001062,Delayed
FAC-0028,PARACETAMOL,2023-09-28,2023-10-10,12,5000,DEL-001063,Delayed
FAC-0028,PARACETAMOL,2023-10-28,2023-11-08,11,5000,DEL-001064,Delayed
FAC-0028,PARACETAMOL,2023-11-27,2023-11-27,0,5000,DEL-001065,On-Time
FAC-0028,PARACETAMOL,2023-12-27,2024-01-02,6,5000,DEL-001066,Delayed
FAC-0028,RIF_INH,2023-01-01,2023-02-01,31,800,DEL-001067,Delayed
FAC-0028,RIF_INH,2023-01-31,2023-02-23,23,800,DEL-001068,Delayed
FAC-0028,RIF_INH,2023-03-02,2023-03-09,7,800,DEL-001069,Delayed
FAC-0028,RIF_INH,2023-04-01,2023-04-15,14,800,DEL-001070,Delayed
FAC-0028,RIF_INH,2023-05-01,2023-05-07,6,800,DEL-001071,Delayed
FAC-0028,RIF_INH,2023-05-31,2023-06-08,8,800,DEL-001072,Delayed
FAC-0028,RIF_INH,2023-06-30,2023-07-06,6,800,DEL-001073,Delayed
FAC-0028,RIF_INH,2023-07-30,2023-08-02,3,800,DEL-001074,On-Time
FAC-0028,RIF_INH,2023-08-29,2023-09-08,10,800,DEL-001075,Delayed
FAC-0028,RIF_INH,2023-09-28,2023-10-07,9,800,DEL-001076,Delayed
FAC-0028,RIF_INH,2023-10-28,2023-12-09,42,800,DEL-001077,Delayed
FAC-0028,RIF_INH,2023-11-27,2023-11-28,1,800,DEL-001078,On-Time
FAC-0028,RIF_INH,2023-12-27,2024-01-04,8,800,DEL-001079,Delayed
FAC-0028,EPINEPHRINE,2023-01-01,2023-01-20,19,10,DEL-001080,Delayed
FAC-0028,EPINEPHRINE,2023-01-31,2023-02-10,10,10,DEL-001081,Delayed
FAC-0028,EPINEPHRINE,2023-03-02,2023-04-07,36,10,DEL-001082,Delayed
FAC-0028,EPINEPHRINE,2023-04-01,2023-04-07,6,10,DEL-001083,Delayed
FAC-0028,EPINEPHRINE,2023-05-01,2023-05-03,2,10,DEL-001084,On-Time
FAC-0028,EPINEPHRINE,2023-05-31,2023-06-29,29,10,DEL-001085,Delayed
FAC-0028,EPINEPHRINE,2023-06-30,2023-06-30,0,10,DEL-001086,On-Time
FAC-0028,EPINEPHRINE,2023-07-30,2023-08-06,7,10,DEL-001087,Delayed
FAC-0028,EPINEPHRINE,2023-08-29,2023-09-03,5,10,DEL-001088,Delayed
FAC-0028,EPINEPHRINE,2023-09-28,2023-10-10,12,10,DEL-001089,Delayed
FAC-0028,EPINEPHRINE,2023-10-28,2023-11-14,17,10,DEL-001090,Delayed
FAC-0028,EPINEPHRINE,2023-11-27,2023-12-05,8,10,DEL-001091,Delayed
FAC-0028,EPINEPHRINE,2023-12-27,2024-01-22,26,10,DEL-001092,Delayed
FAC-0029,PARACETAMOL,2023-01-01,2023-01-01,0,5000,DEL-001093,On-Time
FAC-0029,PARACETAMOL,2023-01-31,2023-02-05,5,5000,DEL-001094,Delayed
FAC-0029,PARACETAMOL,2023-03-02,2023-03-14,12,5000,DEL-001095,Delayed
FAC-0029,PARACETAMOL,2023-04-01,2023-04-07,6,5000,DEL-001096,Delayed
FAC-0029,PARACETAMOL,2023-05-01,2023-05-03,2,5000,DEL-001097,On-Time
FAC-0029,PARACETAMOL,2023-05-31,2023-06-03,3,5000,DEL-001098,On-Time
FAC-0029,PARACETAMOL,2023-06-30,2023-07-06,6,5000,DEL-001099,Delayed
FAC-0029,PARACETAMOL,2023-07-30,2023-08-04,5,5000,DEL-001100,Delayed
FAC-0029,PARACETAMOL,2023-08-29,2023-09-16,18,5000,DEL-001101,Delayed
FAC-0029,PARACETAMOL,2023-09-28,2023-10-14,16,5000,DEL-001102,Delayed
FAC-0029,PARACETAMOL,2023-10-28,2023-11-12,15,5000,DEL-001103,Delayed
FAC-0029,PARACETAMOL,2023-11-27,2023-12-10,13,5000,DEL-001104,Delayed
FAC-0029,PARACETAMOL,2023-12-27,2024-01-15,19,5000,DEL-001105,Delayed
FAC-0029,RIF_INH,2023-01-01,2023-02-10,40,800,DEL-001106,Delayed
FAC-0029,RIF_INH,2023-01-31,2023-02-04,4,800,DEL-001107,Delayed
FAC-0029,RIF_INH,2023-03-02,2023-03-31,29,800,DEL-001108,Delayed
FAC-0029,RIF_INH,2023-04-01,2023-04-01,0,800,DEL-001109,On-Time
FAC-0029,RIF_INH,2023-05-01,2023-06-11,41,800,DEL-001110,Delayed
FAC-0029,RIF_INH,2023-05-31,2023-06-01,1,800,DEL-001111,On-Time
FAC-0029,RIF_INH,2023-06-30,2023-07-01,1,800,DEL-001112,On-Time
FAC-0029,RIF_INH,2023-07-30,2023-08-06,7,800,DEL-001113,Delayed
FAC-0029,RIF_INH,2023-08-29,2023-08-31,2,800,DEL-001114,On-Time
FAC-0029,RIF_INH,2023-09-28,2023-09-28,0,800,DEL-001115,On-Time
FAC-0029,RIF_INH,2023-10-28,2023-10-28,0,800,DEL-001116,On-Time
FAC-0029,RIF_INH,2023-11-27,2023-12-01,4,800,DEL-001117,Delayed
FAC-0029,RIF_INH,2023-12-27,2024-01-20,24,800,DEL-001118,Delayed
FAC-0029,EPINEPHRINE,2023-01-01,2023-01-02,1,10,DEL-001119,On-Time
FAC-0029,EPINEPHRINE,2023-01-31,2023-02-12,12,10,DEL-001120,Delayed
FAC-0029,EPINEPHRINE,2023-03-02,2023-03-25,23,10,DEL-001121,Delayed
FAC-0029,EPINEPHRINE,2023-04-01,2023-04-03,2,10,DEL-001122,On-Time
FAC-0029,EPINEPHRINE,2023-05-01,2023-05-05,4,10,DEL-001123,Delayed
FAC-0029,EPINEPHRINE,2023-05-31,2023-08-08,69,10,DEL-001124,Delayed
FAC-0029,EPINEPHRINE,2023-06-30,2023-07-16,16,10,DEL-001125,Delayed
FAC-0029,EPINEPHRINE,2023-07-30,2023-08-08,9,10,DEL-001126,Delayed
FAC-0029,EPINEPHRINE,2023-08-29,2023-09-23,25,10,DEL-001127,Delayed
FAC-0029,EPINEPHRINE,2023-09-28,2023-09-29,1,10,DEL-001128,On-Time
FAC-0029,EPINEPHRINE,2023-10-28,2023-11-18,21,10,DEL-001129,Delayed
FAC-0029,EPINEPHRINE,2023-11-27,2023-12-15,18,10,DEL-001130,Delayed
FAC-0029,EPINEPHRINE,2023-12-27,2024-01-02,6,10,DEL-001131,Delayed
FAC-0030,PARACETAMOL,2023-01-01,2023-01-03,2,5000,DEL-001132,On-Time
FAC-0030,PARACETAMOL,2023-01-31,2023-02-04,4,5000,DEL-001133,Delayed
FAC-0030,PARACETAMOL,2023-03-02,2023-03-10,8,5000,DEL-001134,Delayed
FAC-0030,PARACETAMOL,2023-04-01,2023-04-09,8,5000,DEL-001135,Delayed
FAC-0030,PARACETAMOL,2023-05-01,2023-05-13,12,5000,DEL-001136,Delayed
FAC-0030,PARACETAMOL,2023-05-31,2023-06-01,1,5000,DEL-001137,On-Time
FAC-0030,PARACETAMOL,2023-06-30,2023-07-01,1,5000,DEL-001138,On-Time
FAC-0030,PARACETAMOL,2023-07-30,2023-08-06,7,5000,DEL-001139,Delayed
FAC-0030,PARACETAMOL,2023-08-29,2023-08-30,1,5000,DEL-001140,On-Time
FAC-0030,PARACETAMOL,2023-09-28,2023-09-28,0,5000,DEL-001141,On-Time
FAC-0030,PARACETAMOL,2023-10-28,2023-10-29,1,5000,DEL-001142,On-Time
FAC-0030,PARACETAMOL,2023-11-27,2023-11-29,2,5000,DEL-001143,On-Time
FAC-0030,PARACETAMOL,2023-12-27,2023-12-29,2,5000,DEL-001144,On-Time
FAC-0030,RIF_INH,2023-01-01,2023-01-07,6,800,DEL-001145,Delayed
FAC-0030,RIF_INH,2023-01-31,2023-02-05,5,800,DEL-001146,Delayed
FAC-0030,RIF_INH,2023-03-02,2023-03-05,3,800,DEL-001147,On-Time
FAC-0030,RIF_INH,2023-04-01,2023-04-08,7,800,DEL-001148,Delayed
FAC-0030,RIF_INH,2023-05-01,2023-05-04,3,800,DEL-001149,On-Time
FAC-0030,RIF_INH,2023-05-31,2023-06-05,5,800,DEL-001150,Delayed
FAC-0030,RIF_INH,2023-06-30,2023-07-17,17,800,DEL-001151,Delayed
FAC-0030,RIF_INH,2023-07-30,2023-08-06,7,800,DEL-001152,Delayed
FAC-0030,RIF_INH,2023-08-29,2023-08-30,1,800,DEL-001153,On-Time
FAC-0030,RIF_INH,2023-09-28,2023-09-28,0,800,DEL-001154,On-Time
FAC-0030,RIF_INH,2023-10-28,2023-11-12,15,800,DEL-001155,Delayed
FAC-0030,RIF_INH,2023-11-27,2023-12-02,5,800,DEL-001156,Delayed
FAC-0030,RIF_INH,2023-12-27,2024-01-05,9,800,DEL-001157,Delayed
FAC-0030,EPINEPHRINE,2023-01-01,2023-01-05,4,10,DEL-001158,Delayed
FAC-0030,EPINEPHRINE,2023-01-31,2023-02-04,4,10,DEL-001159,Delayed
FAC-0030,EPINEPHRINE,2023-03-02,2023-04-10,39,10,DEL-001160,Delayed
FAC-0030,EPINEPHRINE,2023-04-01,2023-04-14,13,10,DEL-001161,Delayed
FAC-0030,EPINEPHRINE,2023-05-01,2023-05-01,0,10,DEL-001162,On-Time
FAC-0030,EPINEPHRINE,2023-05-31,2023-06-01,1,10,DEL-001163,On-Time
FAC-0030,EPINEPHRINE,2023-06-30,2023-07-02,2,10,DEL-001164,On-Time
FAC-0030,EPINEPHRINE,2023-07-30,2023-08-01,2,10,DEL-001165,On-Time
FAC-0030,EPINEPHRINE,2023-08-29,2023-08-30,1,10,DEL-001166,On-Time
FAC-0030,EPINEPHRINE,2023-09-28,2023-10-04,6,10,DEL-001167,Delayed
FAC-0030,EPINEPHRINE,2023-10-28,2023-10-31,3,10,DEL-001168,On-Time
FAC-0030,EPINEPHRINE,2023-11-27,2023-12-08,11,10,DEL-001169,Delayed
FAC-0030,EPINEPHRINE,2023-12-27,2023-12-29,2,10,DEL-001170,On-Time
FAC-0031,PARACETAMOL,2023-01-01,2023-01-05,4,5000,DEL-001171,Delayed
FAC-0031,PARACETAMOL,2023-01-31,2023-02-03,3,5000,DEL-001172,On-Time
FAC-0031,PARACETAMOL,2023-03-02,2023-03-08,6,5000,DEL-001173,Delayed
FAC-0031,PARACETAMOL,2023-04-01,2023-04-02,1,5000,DEL-001174,On-Time
FAC-0031,PARACETAMOL,2023-05-01,2023-05-11,10,5000,DEL-001175,Delayed
FAC-0031,PARACETAMOL,2023-05-31,2023-06-19,19,5000,DEL-001176,Delayed
FAC-0031,PARACETAMOL,2023-06-30,2023-06-30,0,5000,DEL-001177,On-Time
FAC-0031,PARACETAMOL,2023-07-30,2023-07-30,0,5000,DEL-001178,On-Time
FAC-0031,PARACETAMOL,2023-08-29,2023-09-01,3,5000,DEL-001179,On-Time
FAC-0031,PARACETAMOL,2023-09-28,2023-10-02,4,5000,DEL-001180,Delayed
FAC-0031,PARACETAMOL,2023-10-28,2023-11-04,7,5000,DEL-001181,Delayed
FAC-0031,PARACETAMOL,2023-11-27,2023-11-30,3,5000,DEL-001182,On-Time
FAC-0031,PARACETAMOL,2023-12-27,2023-12-30,3,5000,DEL-001183,On-Time
FAC-0031,RIF_INH,2023-01-01,2023-01-06,5,800,DEL-001184,Delayed
FAC-0031,RIF_INH,2023-01-31,2023-02-02,2,800,DEL-001185,On-Time
FAC-0031,RIF_INH,2023-03-02,2023-03-21,19,800,DEL-001186,Delayed
FAC-0031,RIF_INH,2023-04-01,2023-04-01,0,800,DEL-001187,On-Time
FAC-0031,RIF_INH,2023-05-01,2023-05-01,0,800,DEL-001188,On-Time
FAC-0031,RIF_INH,2023-05-31,2023-06-04,4,800,DEL-001189,Delayed
FAC-0031,RIF_INH,2023-06-30,2023-07-01,1,800,DEL-001190,On-Time
FAC-0031,RIF_INH,2023-07-30,2023-08-09,10,800,DEL-001191,Delayed
FAC-0031,RIF_INH,2023-08-29,2023-08-31,2,800,DEL-001192,On-Time
FAC-0031,RIF_INH,2023-09-28,2023-09-29,1,800,DEL-001193,On-Time
FAC-0031,RIF_INH,2023-10-28,2023-10-29,1,800,DEL-001194,On-Time
FAC-0031,RIF_INH,2023-11-27,2023-12-02,5,800,DEL-001195,Delayed
FAC-0031,RIF_INH,2023-12-27,2023-12-28,1,800,DEL-001196,On-Time
FAC-0031,EPINEPHRINE,2023-01-01,2023-01-04,3,10,DEL-001197,On-Time
FAC-0031,EPINEPHRINE,2023-01-31,2023-02-06,6,10,DEL-001198,Delayed
FAC-0031,EPINEPHRINE,2023-03-02,2023-03-09,7,10,DEL-001199,Delayed
FAC-0031,EPINEPHRINE,2023-04-01,2023-04-03,2,10,DEL-001200,On-Time
FAC-0031,EPINEPHRINE,2023-05-01,2023-05-01,0,10,DEL-001201,On-Time
FAC-0031,EPINEPHRINE,2023-05-31,2023-06-02,2,10,DEL-001202,On-Time
FAC-0031,EPINEPHRINE,2023-06-30,2023-07-03,3,10,DEL-001203,On-Time
FAC-0031,EPINEPHRINE,2023-07-30,2023-08-02,3,10,DEL-001204,On-Time
FAC-0031,EPINEPHRINE,2023-08-29,2023-08-30,1,10,DEL-001205,On-Time
FAC-0031,EPINEPHRINE,2023-09-28,2023-10-22,24,10,DEL-001206,Delayed
FAC-0031,EPINEPHRINE,2023-10-28,2023-11-05,8,10,DEL-001207,Delayed
FAC-0031,EPINEPHRINE,2023-11-27,2023-11-27,0,10,DEL-001208,On-Time
FAC-0031,EPINEPHRINE,2023-12-27,2023-12-27,0,10,DEL-001209,On-Time
FAC-0032,PARACETAMOL,2023-01-01,2023-01-05,4,5000,DEL-001210,Delayed
FAC-0032,PARACETAMOL,2023-01-31,2023-02-11,11,5000,DEL-001211,Delayed
FAC-0032,PARACETAMOL,2023-03-02,2023-03-02,0,5000,DEL-001212,On-Time
FAC-0032,PARACETAMOL,2023-04-01,2023-04-12,11,5000,DEL-001213,Delayed
FAC-0032,PARACETAMOL,2023-05-01,2023-05-08,7,5000,DEL-001214,Delayed
FAC-0032,PARACETAMOL,2023-05-31,2023-06-12,12,5000,DEL-001215,Delayed
FAC-0032,PARACETAMOL,2023-06-30,2023-07-12,12,5000,DEL-001216,Delayed
FAC-0032,PARACETAMOL,2023-07-30,2023-08-09,10,5000,DEL-001217,Delayed
FAC-0032,PARACETAMOL,2023-08-29,2023-09-04,6,5000,DEL-001218,Delayed
FAC-0032,PARACETAMOL,2023-09-28,2023-10-13,15,5000,DEL-001219,Delayed
FAC-0032,PARACETAMOL,2023-10-28,2023-11-04,7,5000,DEL-001220,Delayed
FAC-0032,PARACETAMOL,2023-11-27,2023-12-03,6,5000,DEL-001221,Delayed
FAC-0032,PARACETAMOL,2023-12-27,2024-01-01,5,5000,DEL-001222,Delayed
FAC-0032,RIF_INH,2023-01-01,2023-01-11,10,800,DEL-001223,Delayed
FAC-0032,RIF_INH,2023-01-31,2023-02-02,2,800,DEL-001224,On-Time
FAC-0032,RIF_INH,2023-03-02,2023-04-02,31,800,DEL-001225,Delayed
FAC-0032,RIF_INH,2023-04-01,2023-04-12,11,800,DEL-001226,Delayed
FAC-0032,RIF_INH,2023-05-01,2023-05-02,1,800,DEL-001227,On-Time
FAC-0032,RIF_INH,2023-05-31,2023-06-09,9,800,DEL-001228,Delayed
FAC-0032,RIF_INH,2023-06-30,2023-07-09,9,800,DEL-001229,Delayed
FAC-0032,RIF_INH,2023-07-30,2023-07-30,0,800,DEL-001230,On-Time
FAC-0032,RIF_INH,2023-08-29,2023-09-02,4,800,DEL-001231,Delayed
FAC-0032,RIF_INH,2023-09-28,2023-09-30,2,800,DEL-001232,On-Time
FAC-0032,RIF_INH,2023-10-28,2023-10-29,1,800,DEL-001233,On-Time
FAC-0032,RIF_INH,2023-11-27,2023-11-29,2,800,DEL-001234,On-Time
FAC-0032,RIF_INH,2023-12-27,2024-01-06,10,800,DEL-001235,Delayed
FAC-0032,EPINEPHRINE,2023-01-01,2023-01-06,5,10,DEL-001236,Delayed
FAC-0032,EPINEPHRINE,2023-01-31,2023-02-02,2,10,DEL-001237,On-Time
FAC-0032,EPINEPHRINE,2023-03-02,2023-03-03,1,10,DEL-001238,On-Time
FAC-0032,EPINEPHRINE,2023-04-01,2023-04-14,13,10,DEL-001239,Delayed
FAC-0032,EPINEPHRINE,2023-05-01,2023-05-05,4,10,DEL-001240,Delayed
FAC-0032,EPINEPHRINE,2023-05-31,2023-06-08,8,10,DEL-001241,Delayed
FAC-0032,EPINEPHRINE,2023-06-30,2023-07-04,4,10,DEL-001242,Delayed
FAC-0032,EPINEPHRINE,2023-07-30,2023-08-01,2,10,DEL-001243,On-Time
FAC-0032,EPINEPHRINE,2023-08-29,2023-09-08,10,10,DEL-001244,Delayed
FAC-0032,EPINEPHRINE,2023-09-28,2023-10-03,5,10,DEL-001245,Delayed
FAC-0032,EPINEPHRINE,2023-10-28,2023-11-04,7,10,DEL-001246,Delayed
FAC-0032,EPINEPHRINE,2023-11-27,2023-12-10,13,10,DEL-001247,Delayed
FAC-0032,EPINEPHRINE,2023-12-27,2024-01-14,18,10,DEL-001248,Delayed
FAC-0033,PARACETAMOL,2023-01-01,2023-01-25,24,5000,DEL-001249,Delayed
FAC-0033,PARACETAMOL,2023-01-31,2023-02-19,19,5000,DEL-001250,Delayed
FAC-0033,PARACETAMOL,2023-03-02,2023-04-02,31,5000,DEL-001251,Delayed
FAC-0033,PARACETAMOL,2023-04-01,2023-04-07,6,5000,DEL-001252,Delayed
FAC-0033,PARACETAMOL,2023-05-01,2023-05-08,7,5000,DEL-001253,Delayed
FAC-0033,PARACETAMOL,2023-05-31,2023-06-25,25,5000,DEL-001254,Delayed
FAC-0033,PARACETAMOL,2023-06-30,2023-07-07,7,5000,DEL-001255,Delayed
FAC-0033,PARACETAMOL,2023-07-30,2023-08-06,7,5000,DEL-001256,Delayed
FAC-0033,PARACETAMOL,2023-08-29,2023-10-09,41,5000,DEL-001257,Delayed
FAC-0033,PARACETAMOL,2023-09-28,2023-10-30,32,5000,DEL-001258,Delayed
FAC-0033,PARACETAMOL,2023-10-28,2023-11-04,7,5000,DEL-001259,Delayed
FAC-0033,PARACETAMOL,2023-11-27,2023-12-08,11,5000,DEL-001260,Delayed
FAC-0033,PARACETAMOL,2023-12-27,2024-01-29,33,5000,DEL-001261,Delayed
FAC-0033,RIF_INH,2023-01-01,2023-01-02,1,800,DEL-001262,On-Time
FAC-0033,RIF_INH,2023-01-31,2023-02-24,24,800,DEL-001263,Delayed
FAC-0033,RIF_INH,2023-03-02,2023-03-05,3,800,DEL-001264,On-Time
FAC-0033,RIF_INH,2023-04-01,2023-05-09,38,800,DEL-001265,Delayed
FAC-0033,RIF_INH,2023-05-01,2023-05-13,12,800,DEL-001266,Delayed
FAC-0033,RIF_INH,2023-05-31,2023-06-03,3,800,DEL-001267,On-Time
FAC-0033,RIF_INH,2023-06-30,2023-06-30,0,800,DEL-001268,On-Time
FAC-0033,RIF_INH,2023-07-30,2023-07-30,0,800,DEL-001269,On-Time
FAC-0033,RIF_INH,2023-08-29,2023-09-05,7,800,DEL-001270,Delayed
FAC-0033,RIF_INH,2023-09-28,2023-10-27,29,800,DEL-001271,Delayed
FAC-0033,RIF_INH,2023-10-28,2023-10-28,0,800,DEL-001272,On-Time
FAC-0033,RIF_INH,2023-11-27,2023-12-23,26,800,DEL-001273,Delayed
FAC-0033,RIF_INH,2023-12-27,2024-02-08,43,800,DEL-001274,Delayed
FAC-0033,EPINEPHRINE,2023-01-01,2023-01-09,8,10,DEL-001275,Delayed
FAC-0033,EPINEPHRINE,2023-01-31,2023-02-26,26,10,DEL-001276,Delayed
FAC-0033,EPINEPHRINE,2023-03-02,2023-03-02,0,10,DEL-001277,On-Time
FAC-0033,EPINEPHRINE,2023-04-01,2023-04-03,2,10,DEL-001278,On-Time
FAC-0033,EPINEPHRINE,2023-05-01,2023-05-06,5,10,DEL-001279,Delayed
FAC-0033,EPINEPHRINE,2023-05-31,2023-06-10,10,10,DEL-001280,Delayed
FAC-0033,EPINEPHRINE,2023-06-30,2023-07-24,24,10,DEL-001281,Delayed
FAC-0033,EPINEPHRINE,2023-07-30,2023-09-01,33,10,DEL-001282,Delayed
FAC-0033,EPINEPHRINE,2023-08-29,2023-09-07,9,10,DEL-001283,Delayed
FAC-0033,EPINEPHRINE,2023-09-28,2023-10-12,14,10,DEL-001284,Delayed
FAC-0033,EPINEPHRINE,2023-10-28,2024-01-14,78,10,DEL-001285,Delayed
FAC-0033,EPINEPHRINE,2023-11-27,2023-12-12,15,10,DEL-001286,Delayed
FAC-0033,EPINEPHRINE,2023-12-27,2024-01-06,10,10,DEL-001287,Delayed
FAC-0034,PARACETAMOL,2023-01-01,2023-01-22,21,5000,DEL-001288,Delayed
FAC-0034,PARACETAMOL,2023-01-31,2023-04-09,68,5000,DEL-001289,Delayed
FAC-0034,PARACETAMOL,2023-03-02,2023-03-08,6,5000,DEL-001290,Delayed
FAC-0034,PARACETAMOL,2023-04-01,2023-04-14,13,5000,DEL-001291,Delayed
FAC-0034,PARACETAMOL,2023-05-01,2023-06-01,31,5000,DEL-001292,Delayed
FAC-0034,PARACETAMOL,2023-05-31,2023-06-05,5,5000,DEL-001293,Delayed
FAC-0034,PARACETAMOL,2023-06-30,2023-07-07,7,5000,DEL-001294,Delayed
FAC-0034,PARACETAMOL,2023-07-30,2023-08-08,9,5000,DEL-001295,Delayed
FAC-0034,PARACETAMOL,2023-08-29,2023-09-08,10,5000,DEL-001296,Delayed
FAC-0034,PARACETAMOL,2023-09-28,2023-10-14,16,5000,DEL-001297,Delayed
